unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
korean_content_10491,2018년 사법고시에 합격한 사람은 몇 명인가?,ko,1.184,1.0,0.3,1.0,2.079,0,5.563
korean_content_7488,누가 첫번째 활을 발명했는가?,ko,-0.816,0.0,0.4,0.75,1.792,0,2.126
korean_polar_342,양반은 보통 유학을 업(業)으로 하고 아무 제한 없이 관료로 승진할 수 있나요?,ko,0.864,1.0,0.5,0.75,2.708,1,5.822
korean_polar_25,DNA는 이중나선 구조로 되어 있나요?,ko,-1.136,0.0,0.5,0.8,1.946,1,2.11
korean_polar_23,16세기 이탈리아의 신학자인 조르다노 부르노(코페르니쿠스의 태양중심설을 옹호했음)는 붙박이별들은 태양과 비슷하며 그 주위는 우리 태양계처럼 행성들이 돌고 있다고 주장했나요?,ko,3.864,1.0,0.5,0.7,3.135,1,9.199
korean_content_3105,말레이시아에서 세금 부과되는 최저 월급은 얼마인가?,ko,0.184,1.0,0.3,1.0,2.079,0,4.563
korean_polar_13,아서왕 이야기는 실제로 있었던 이야기인가?,ko,-1.136,0.0,0.5,1.0,1.946,1,2.31
korean_content_5925,소크라테스는 언제 태어났는가?,ko,-1.816,0.0,0.4,1.0,1.609,0,1.193
korean_content_4015,그리스어로 미의 여신은 누구인가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376
korean_polar_373,전기적 위치 에너지는 전하량과 전위의 곱으로 나타내나요?,ko,-0.136,0.0,0.5,0.857,2.197,1,3.418
korean_polar_319,북학파를 중상학파라고도 하나요?,ko,-1.136,0.0,0.25,1.0,1.609,1,1.723
korean_content_271,2018년 장수말벌에 의해 사망한 사람은 몇 명인가?,ko,1.184,1.0,0.4,0.857,2.197,0,5.638
korean_content_1690,세이난 전쟁이 일어나게된 배경은 무엇인가?,ko,1.184,1.0,0.2,1.0,1.946,0,5.33
korean_content_9599,콘스탄티노폴리스 공방전의 승자는 누구인가?,ko,0.184,0.0,0.2,1.0,1.792,0,3.176
korean_polar_142,"무함마드 사후, 이슬람은 신도의 장로 중에서 교통(敎統)의 후계자인 칼리파를 선출하였나요?",ko,0.864,1.0,0.625,0.917,2.773,1,6.179
korean_polar_118,"유대교, 기독교, 그리고 이슬람교의 교리에서는 전지전능한 유일신이 세계를 창조했다고 주장하나요?",ko,1.864,0.0,0.333,0.9,2.639,1,5.736
korean_polar_250,적색편이는 물체가 내는 빛의 파장이 늘어나 보이는 현상인가요?,ko,1.864,1.0,0.333,0.875,2.303,1,6.375
korean_polar_180,구조 미치타카는 후지와라 씨의 지파 구조 가문인가요?,ko,-1.136,0.0,0.75,1.0,2.197,1,2.811
korean_polar_252,근육에 자극을 가하면 먼저 근섬유 막에 흥분이 생기나요?,ko,-1.136,0.0,1.0,0.875,2.303,1,3.042
korean_polar_197,오늘날의 법치주의 사상은 고대 그리스의 플라톤(Plato)의 법사상에 기원을 두고 있나요?,ko,0.864,0.0,0.75,0.75,2.708,1,5.072
korean_content_11420,왕건의 고향은 어디인가?,ko,-0.816,0.0,0.2,1.0,1.609,0,1.993
korean_content_4977,원자력발전소의 한해 평균 유지비용은 얼마인가?,ko,-0.816,0.0,0.2,1.0,1.946,0,2.33
korean_polar_232,대뇌는 감각과 수의 운동의 중추인가요?,ko,-0.136,0.0,0.5,0.8,1.946,1,3.11
korean_content_4542,오스만 제국의 폐망 시기는 언제인가요?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_polar_280,가톨릭교회의 모든 전례를 통틀어 가장 중심이 되는 것은 성체성사를 포함하는 미사(성찬예배 (동방 교회)인가요?,ko,2.864,1.0,0.5,1.0,2.833,1,8.197
korean_polar_111,예쁜꼬마선충은 자궁 안에서 알의 상태로 난할을 계속하나요?,ko,-1.136,0.0,1.0,1.0,2.197,1,3.061
korean_content_8948,게르만 족은 어느 지역에 살았나?,ko,-0.816,0.0,0.4,0.8,1.946,0,2.33
korean_polar_322,신토는 일본의 민속 신앙인가요?,ko,-2.136,0.0,0.75,1.0,1.792,1,1.406
korean_content_6524,한국에서 가장 오래된 신문사는 무엇인가?,ko,0.184,1.0,0.3,1.0,1.946,0,4.43
korean_content_219,야구를 처음 시작한 나라는 어디인가?,ko,0.184,1.0,0.3,1.0,1.946,0,4.43
korean_polar_234,스케티스 계곡의 수도원들은 중세 시대에 나타나게 되었던 듯한 대규모의 중앙집권화된 공동체들인가요?,ko,-0.136,1.667,0.35,1.0,2.565,1,5.446
korean_polar_92,날다람쥐가 날 수 있을까?,ko,-1.136,0.0,0.5,1.0,1.792,1,2.156
korean_content_5119,2013년 대한민국의 지도자는 누구인가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376
korean_content_1922,텍사스 주에서 가장 큰 도시는 무엇인가?,ko,1.184,0.0,0.2,1.0,2.079,0,4.463
korean_polar_4,리투아니아는 발트 3국 가운데 가장 인구가 넓나요?,ko,-0.136,0.0,1.0,1.0,2.197,1,4.061
korean_content_8997,유언자가 손으로 직접 쓰는 형식의 유언은 어떤 유언을 말하나요?,ko,0.184,1.0,0.333,1.0,2.398,0,4.915
korean_polar_86,찰스 다윈은 생물학자 프랜시스 골튼의 외사촌 형인가요?,ko,-1.136,0.0,0.75,1.0,2.197,1,2.811
korean_polar_31,러시안 룰렛은 2명이 하는 게임인가요?,ko,-1.136,1.0,0.375,0.8,1.946,1,2.985
korean_content_3406,한국외국어대학교는 언제 만들어 졌는가?,ko,-1.816,1.0,0.3,1.0,1.792,0,2.276
korean_content_8936,함안군의 군장은 누구인가요?,ko,-0.816,0.0,0.2,1.0,1.609,0,1.993
korean_content_6616,일본의 평균 강수량은 얼마인가요?,ko,-0.816,0.0,0.2,1.0,1.792,0,2.176
korean_content_4585,"2019년 5월 기준, 세상에서 가장 키가 큰 사람은 누구인가?",ko,0.184,0.0,0.4,1.0,2.485,0,4.069
korean_content_2597,조선에서 가장 오랜기간 왕의 자리를 지킨 인물은 누구인가?,ko,3.184,1.0,0.3,1.0,2.303,0,7.787
korean_content_7419,일본 원자력 위원회는 언제 설립 되었나요?,ko,0.184,0.0,0.6,1.0,2.079,0,3.863
korean_content_2779,나무의 수명을 어떻게 계산하는가?,ko,-0.816,0.0,0.4,0.75,1.792,0,2.126
korean_content_5933,창씨개명을 한 사람은 몇 명인가?,ko,0.184,1.0,0.3,1.0,1.946,0,4.43
korean_content_229,세상에서 가장 긴 시집은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_content_5545,닥터 후의 장르는 무엇인가요?,ko,0.184,0.0,0.2,1.0,1.792,0,3.176
korean_content_8002,태풍은 최대 풍속 몇 이상의 현상을 말하나요?,ko,1.184,0.0,0.4,1.0,2.197,0,4.781
korean_content_10729,몽골 국제전화 번호는 무엇인가요?,ko,0.184,0.0,0.2,1.0,1.792,0,3.176
korean_polar_165,소리의 높낮이는 진동수에 의해서만 결정되나요?,ko,-1.136,0.0,0.5,1.0,1.946,1,2.31
korean_polar_237,"다른 법률행위를 보충, 확정하는 행위를 무엇이라 하나요?",ko,1.864,1.0,0.333,1.0,2.303,1,6.5
korean_polar_256,제3궤조 방식은 전기 철도의 역사에서 내장 축전지 다음으로 가장 오래된 급전 방식인가요?,ko,0.864,1.0,0.75,0.917,2.639,1,6.17
korean_polar_331,베네치아는 최근 지구 온난화로 인해 가라앉고 있나요?,ko,-0.136,0.0,0.75,0.714,2.197,1,3.525
korean_content_10098,풋볼과 사커의 차이는 무엇인가?,ko,0.184,0.0,0.2,0.75,1.792,0,2.926
korean_polar_369,목탁수구리는 점토질 지형을 좋아하나요?,ko,-1.136,0.0,0.5,1.0,1.792,1,2.156
korean_content_4142,한국 표준과학연구원의 소재진지는 어디인가요?,ko,0.184,0.0,0.2,1.0,1.792,0,3.176
korean_polar_117,약제가 든 흡입제를 증기에 추가하여 기침을 줄이는데 도움을 주나요?,ko,1.864,1.0,0.375,0.778,2.398,1,6.415
korean_content_1146,장미의 기사는 언제 첫 공연을 열었는가?,ko,-0.816,0.0,0.6,0.833,2.079,0,2.696
korean_polar_366,십이분위각(十二分位角) 또는 세미섹스타일(Semi-sextile 또는 SSx)은 30°의 각도인가요?,ko,-0.136,0.0,0.75,0.4,2.639,1,3.653
korean_polar_88,PowerVR 칩셋은 3D 처리에 타일 기반 지연된 렌더링을 사용하나요?,ko,0.864,1.0,0.5,0.778,2.398,1,5.54
korean_polar_107,주식회사는 주식으로 세분화된 일정한 자본을 가진 회사를 말하나요?,ko,1.864,1.0,0.25,1.0,2.303,1,6.417
korean_content_3575,2019년 상반기 리버풀의 감독은 누구인가?,ko,0.184,0.0,0.4,1.0,1.946,0,3.53
korean_content_11101,존 조지 테리는 국가대표팀에서 몇번 활동했나요?,ko,-0.816,0.0,0.6,1.0,2.079,0,2.863
korean_content_5125,러시아는 세계에서 몇 번째로 큰 국가인가?,ko,0.184,0.0,0.4,1.0,2.079,0,3.663
korean_content_5581,잉글랜드의 귀족 계급은 총 몇개가 있는가?,ko,-0.816,0.0,0.0,0.833,2.079,0,2.096
korean_content_2,로마 가톨릭교회 초대 추기경은 누구인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_content_5609,귀금속은 몇 종류가 있는가?,ko,-0.816,0.0,0.0,1.0,1.792,0,1.976
korean_content_1350,한국에서 가장 큰 공방은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_polar_140,재건된 '2차 미림팀(94년 6월∼97년 11월)'은 3년5개월 동안 매일 1건 꼴로 모두 1000여개의 도청 테이프를 만들었나요?,ko,-1.136,1.0,0.75,0.882,3.091,1,4.587
korean_content_3100,2011년 민주노동당 원내대표는 누구인가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376
korean_polar_301,가부장제란 아버지의 지배를 뜻하나요?,ko,-1.136,0.0,0.5,1.0,1.792,1,2.156
korean_polar_367,신토는 다신교 종교인가요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_polar_352,한국의 제사상에는 복숭아를 올릴 수 있나요?,ko,-1.136,1.0,0.375,1.0,2.079,1,3.318
korean_polar_32,"근삿값에 대한 오차의 절댓값이 어떤 값 이하일 때, 그 값을 근삿값에 대한 오차의 한계라고 하나요?",ko,2.864,1.0,0.45,0.867,2.89,1,8.071
korean_content_11401,일본의 통화는 무엇인가요?,ko,-0.816,0.0,0.2,1.0,1.609,0,1.993
korean_content_6916,스탈린은 언제 군무인민위원이 되었나요?,ko,-1.816,0.0,0.6,1.0,1.792,0,1.576
korean_content_10795,2019년까지 가장 많은 프로야구선수를 배출한 일본의 고등학교는 어디인가?,ko,2.184,1.0,0.3,1.0,2.303,0,6.787
korean_content_8984,예수의 제자는 몇 명이었는가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376
korean_content_4152,세상에서 가장 처음 출시된 스마트폰은 무엇인가?,ko,0.184,1.0,0.4,1.0,2.079,0,4.663
korean_content_10076,프랑스 옷계열 유명 브랜드는 몇개인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_content_4234,세상에서 가장 큰 전등은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_polar_115,담배에 니코틴이 들어있니?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_content_10394,듀랜트의 첫 농구구단은 어디인가?,ko,-0.816,0.0,0.2,1.0,1.792,0,2.176
korean_content_508,"2019년 기준, 현대자동차의 대주주는 누구인가?",ko,-0.816,0.0,0.4,1.0,2.079,0,2.663
korean_polar_34,질량의 단위는 SI 단위계에서 킬로그램(kg)인가요?,ko,-1.136,0.0,0.75,0.833,2.079,1,2.526
korean_content_1022,2019년 아시아에서 가장 출산율이 낮은 나라는 어디인가?,ko,0.184,0.0,0.2,1.0,2.197,0,3.581
korean_content_2955,한국에서 가장 큰 우체통은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_content_10651,레오니트 일리치 브레주네프의 사망일은 언제인가요?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_polar_15,2D의 직교 좌표계를 좌표평면이라고 하나요?,ko,-1.136,0.0,0.25,0.8,1.946,1,1.86
korean_polar_226,한국에서 쓰는 용수철이란 단어는 용수의 성질을 가진 쇠를 가리키나요?,ko,0.864,1.5,0.312,1.0,2.398,1,6.074
korean_content_5684,세상에서 가장 큰 거울은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_polar_230,"기수(汽水, 영어: brackish water)는 해수와 담수가 혼합되어 있는 곳의 물로 민물보다는 염분이 높고 해수보다는 염분이 적은 물인가요?",ko,1.864,1.0,0.5,0.684,3.091,1,7.139
korean_polar_157,예쁜꼬마선충은 크게 2가지의 성을 가지고 있나요?,ko,-1.136,0.0,0.75,0.5,2.079,1,2.193
korean_polar_9,양산시는 경상남도에 속해있나요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_polar_128,1215년 마그나 카르타는 국왕의 권리보다도 개인의 자유가 우선한다고 선언한 문서인가요?,ko,-0.136,1.0,0.5,1.0,2.485,1,4.849
korean_polar_186,마이크로소프트 가젯(Microsoft Gadgets)은 사용자의 컴퓨터 바탕 화면에 놓거나 웹 페이지 위에 호스트할 수 있는 가벼운 단일 목적의 응용 프로그램인가요?,ko,1.864,0.0,0.75,0.81,3.178,1,6.602
korean_polar_294,브라질에서도 동성결혼이 합법적인가?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_content_11278,한국에 있는 문화재 중 가장 작은 문화재는 무엇인가?,ko,2.184,0.0,0.2,1.0,2.303,0,5.687
korean_content_2915,애드호크라시가 처음 조직된 해는 언제인가?,ko,0.184,1.0,0.3,1.0,1.946,0,4.43
korean_polar_181,코뿔소는 멸종위기에 처한 종인가?,ko,-1.136,1.0,0.375,1.0,1.792,1,3.031
korean_polar_151,하이텔은 한국PC통신 주식회사에서 운영하던 PC통신 서비스인가요?,ko,-0.136,1.0,0.5,0.833,2.079,1,4.276
korean_content_8800,한국이올림픽 야구를 우승한 년도는 언제인가?,ko,1.184,1.0,0.2,1.0,1.946,0,5.33
korean_content_6013,M1 에이브럼스의 개발사는 어디인가요?,ko,0.184,0.0,0.2,0.75,1.792,0,2.926
korean_polar_22,기독교는 아브라함 계열의 종교인가요?,ko,-1.136,0.0,0.5,1.0,1.792,1,2.156
korean_polar_196,인도는 의원내각제를 채택하고 있나요?,ko,-2.136,0.0,0.5,0.75,1.792,1,0.906
korean_content_1545,노르웨이에서 가장 인구밀도가 높은 도시는 어디인가?,ko,0.184,0.0,0.2,1.0,2.079,0,3.463
korean_polar_330,대한민국 법에서 서면에 증여의 의사를 명기하지 않고 구두 S 쪽으로부터라도 이 증여계약을 취소할 수가 있나요?,ko,-0.136,1.0,0.583,0.8,2.833,1,5.08
korean_polar_278,프리드리히 2세는 신성 로마 제국의 황제인가요?,ko,-1.136,0.0,0.5,0.833,2.079,1,2.276
korean_content_5170,적혈구의 순환순서는 어떻게 되는가?,ko,-0.816,0.0,0.4,0.75,1.792,0,2.126
korean_content_7684,레드벨벳은 몇명으로 구성되어있는가?,ko,-1.816,0.0,0.4,1.0,1.609,0,1.193
korean_content_7246,미이라를 처음 시작한 나라는 어디인가?,ko,0.184,1.0,0.3,1.0,1.946,0,4.43
korean_content_11195,현대는 몇 개의 계열사를 가지고 있는가?,ko,0.184,0.0,0.4,0.833,2.079,0,3.496
korean_content_1802,한국의 박정희 대통령은 언제 죽었나요?,ko,-0.816,0.0,0.4,1.0,1.946,0,2.53
korean_polar_148,이시애는 이인화 아들인가요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_content_3072,2019년까지 세상에서 가장 많은 책을 판매한 작가는 누구인가?,ko,2.184,1.0,0.4,1.0,2.303,0,6.887
korean_content_11024,퍼시픽 리그는 언제 설립 되었나요?,ko,-0.816,0.0,0.6,1.0,1.946,0,2.73
korean_polar_355,클라우드 컴퓨팅은 사용 중인 서비스들의 메트릭을 제공하나요?,ko,0.864,1.0,0.375,1.0,2.197,1,5.436
korean_content_6174,2009년 우승한 월드 시리즈 우승팀은 월드 시리즈에서 몇번 우승 했나요?,ko,0.184,1.0,0.4,1.0,2.485,0,5.069
korean_content_7477,2017년 미국에서 가장 뛰어난 소설 작가는 누구인가?,ko,0.184,0.0,0.2,1.0,2.197,0,3.581
korean_polar_191,대한민국은 병역이 의무인가요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_polar_83,감정 표현 규칙은 고객과 종업원 간 원활한 상호작용에 기여하여 업무수행의 목표를 달성할 수 있도록 하는 특정한 방법인가요?,ko,3.864,2.0,0.35,0.824,2.944,1,9.982
korean_polar_129,일본서기는 일본에 존재하는 가장 오래된 정사인가요?,ko,-1.136,1.0,0.417,1.0,2.079,1,3.36
korean_polar_224,신사는 일본에서 신령을 모시는 곳인가요?,ko,-1.136,1.0,0.5,1.0,1.946,1,3.31
korean_content_1409,일본의 마지막 쇼군은 누구인가?,ko,-0.816,0.0,0.2,1.0,1.792,0,2.176
korean_polar_231,초전도는 양자 역학적인 현상인가요?,ko,-1.136,1.0,0.375,1.0,1.792,1,3.031
korean_content_5142,예수는 언제 사망했나요?,ko,-1.816,0.0,0.4,1.0,1.609,0,1.193
korean_polar_101,한국에서는 국민개병제도에 따라 징병을 실시하고 있나요?,ko,-1.136,0.0,0.75,0.667,2.079,1,2.36
korean_content_8352,"2019년 기준, 나라의 지도자를 대통령이라 칭하는 나라는 몇 개국인가?",ko,1.184,2.0,0.333,1.0,2.485,0,7.002
korean_content_11229,인류 최초로 우주 왕복 비행에 성공한 로켓은 무엇인가?,ko,2.184,1.0,0.3,1.0,2.303,0,6.787
korean_polar_349,동예는 제천 행사인가요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_polar_248,LMX이론은 리더-구성원의 관계가 발전하는 과정을 생애주기모형(life cycle model)으로 설명하고 있나요?,ko,0.864,1.0,0.5,0.727,2.639,1,5.73
korean_content_9217,1865년 일본 천황은 누구인가요?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376
korean_polar_167,한국의 군대는 국방부가 관리하나요?,ko,-1.136,0.0,0.5,1.0,1.792,1,2.156
korean_content_55,쿠바에서 가장 높은 산은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_polar_141,공동소송인 가운데 한 사람의 소송행위 또는 이에 대한 상대방의 소송행위와 공동소송인 가운데 한 사람에 관한 사항은 다른 공동소송인에게 영향을 미치지 아니한다는 한국 법률 몇조에 적혀져 있나요?,ko,2.864,1.333,0.35,0.808,3.332,1,8.687
korean_polar_81,셀룰로오스는 펄프의 주성분인가요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_content_7790,한국에서 가장 큰 불교 종파는 무엇인가?,ko,0.184,0.0,0.2,1.0,2.079,0,3.463
korean_content_11221,한국예탁결제원과 고려신용등급은 어떤 관계인가?,ko,-0.816,0.0,0.2,0.75,1.792,0,1.926
korean_content_2271,신성로마제국 시기에 보헤미아 왕국의 왕은 누구인가?,ko,0.184,0.0,0.4,1.0,2.079,0,3.663
korean_content_9653,여성의 오르가즘은 어떻게해야 잘 느낄 수 있는가?,ko,-0.816,0.0,0.8,0.857,2.197,0,3.038
korean_content_350,아흐마드 샤 마수드는 몇 살에 정치군사 지도자가 되었는가?,ko,-0.816,0.0,0.6,1.0,2.303,0,3.087
korean_content_2761,나치는 언제 해산했나요?,ko,-1.816,0.0,0.4,0.667,1.609,0,0.86
korean_polar_275,공기는 지구를 둘러싼 기체인가요?,ko,-1.136,1.0,0.375,1.0,1.792,1,3.031
korean_polar_365,"수학에서 이분법(二分法, Bisection method)은 근이 반드시 존재하는 폐구간을 이분한 후, 이 중 근이 존재하는 하위 폐구간을 선택하는 것을 반복하여서 근을 찾는 알고리즘인가요?",ko,2.864,1.0,0.417,0.792,3.332,1,8.405
korean_polar_216,워싱턴 DC는 계획 도시인가요?,ko,-1.136,0.0,0.5,1.0,1.792,1,2.156
korean_polar_229,성골과 진골은 모든 관직을 차지할 수 있나요?,ko,-1.136,1.0,0.375,0.857,2.197,1,3.293
korean_content_8965,신약성경은 몇 개로 나누어져있는가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376
korean_content_11113,중국에는 몇 개의 성이 있는가?,ko,0.184,0.0,0.0,1.0,1.946,0,3.13
korean_polar_204,정적 변수는 정적으로 할당되는 변수인가요?,ko,-1.136,1.0,0.375,1.0,1.946,1,3.185
korean_polar_344,"궤도공명은 하나 또는 그 이상의 궤도 변수의 조합(예를 들면 이심률 대 장반경, 또는 이심률 대 궤도경사각 등)을 수반하나요?",ko,2.864,0.0,0.75,0.7,3.135,1,7.449
korean_content_10153,콩테는 누가 발명했나요?,ko,-1.816,0.0,0.4,0.667,1.609,0,0.86
korean_polar_147,미국은 원자력을 가지고 있는가?,ko,-2.136,0.0,0.5,0.75,1.792,1,0.906
korean_content_11212,미국에 두번째로 가입한 주는 어디인가요?,ko,0.184,1.0,0.3,1.0,1.946,0,4.43
korean_polar_171,닥터 후는 기네스 북에 등재되어 있나요?,ko,-1.136,0.0,0.5,0.833,2.079,1,2.276
korean_polar_133,성공회는 자신의 정체성을 개혁하는 보편교회(Reforming Catholic Church)로 표현하나요?,ko,0.864,1.0,0.375,0.778,2.485,1,5.502
korean_polar_8,파리는 프랑스의 경제 중심지인가요?,ko,-2.136,0.0,0.75,1.0,1.792,1,1.406
korean_polar_3,한국에서는 배아줄기세포를 만들기 위해 생명체로 자랄 수 있는 배아를 이용하는 행위를 금지하고 있나요?,ko,3.864,1.0,0.438,0.846,2.708,1,8.856
korean_content_10960,2019년까지 가장 많은 곡을 작곡한 사람은 누구인가?,ko,2.184,1.0,0.3,1.0,2.197,0,6.681
korean_content_10724,단국 대학교의 현재 총장은 누구인가요?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_content_5871,중세시대는 몇 년동안 지속되었는가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376
korean_polar_41,우주에 대한 관측 성과는 계속적으로 발전하여 윌리엄 허셜은 천왕성을 발견하는 한편 수 많은 항성에 대한 관측을 바탕으로 은하의 지도를 제작하였나요?,ko,2.864,1.0,0.5,0.95,3.091,1,8.405
korean_polar_324,한국의 제사상에는 붉은 팥을 올릴 수 있나요?,ko,-1.136,1.0,0.375,1.0,2.197,1,3.436
korean_polar_169,척추동물의 두뇌 진화는 대뇌를 포함한 전뇌의 부피증가가 특징적인가요?,ko,-0.136,1.0,0.375,1.0,2.303,1,4.542
korean_content_523,태양계에서 지구 다음으로 큰 행성은 무엇인가?,ko,1.184,0.0,0.4,1.0,2.079,0,4.663
korean_content_6735,파리에서 가장 높은 건물은 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_content_4474,프랑스에는 대학교가 몇개 있나요?,ko,-1.816,0.0,0.6,1.0,1.792,0,1.576
korean_content_5851,의자왕의 아버지는 누구인가요?,ko,-0.816,0.0,0.2,1.0,1.609,0,1.993
korean_content_1985,한글의 ISO 15924 코드는 무엇인가요?,ko,-0.816,0.0,0.2,0.6,1.946,0,1.93
korean_polar_245,초록색의 크레인 암은 가면라이더 버스의 오른팔 부분의 리셉터클 오브를 통해 장착하는 크레인 형태의 전투 유닛인가요?,ko,2.864,1.0,0.625,0.933,2.833,1,8.255
korean_polar_305,균류는 엽록소가 있나요?,ko,-2.136,0.0,0.5,1.0,1.609,1,0.973
korean_content_7691,숲은 동물의 생태계를 유지하는데 어떻게 도움이 되는가?,ko,0.184,0.0,0.8,0.714,2.197,0,3.895
korean_polar_178,외계 행성을 발견했다는 주장은 19세기부터 있었나요?,ko,0.864,1.0,0.375,1.0,2.079,1,5.318
korean_content_9259,2019년 대한민국의 특수학교는 몇 개가 있는가?,ko,-0.816,0.0,0.0,1.0,2.079,0,2.263
korean_polar_375,마케마케는 언제 명왕성형 천체의 지위를 얻었나요?,ko,-0.136,0.0,0.75,1.0,2.079,1,3.693
korean_content_1148,DC코믹스에서 영화로 가장 흥행항 캐릭터는 무엇인가?,ko,-0.816,0.0,0.6,1.0,2.079,0,2.863
korean_content_4627,한국에서 가장 큰 장미축제는 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33
korean_content_5758,남대문은 어디에 있는가?,ko,-1.816,0.0,0.0,1.0,1.609,0,0.793
korean_content_7240,한국에서 불교 사찰이 몇개 있나요?,ko,-0.816,0.0,0.6,1.0,1.946,0,2.73
korean_content_7433,인류 최초로 개발된 컴퓨터 프로그램은 무엇인가?,ko,1.184,1.0,0.2,1.0,2.079,0,5.463
korean_polar_166,식물은 잎에 화학 반응을 자극하는 입사광은 유관속초세포를 통하여 식물 전체에 연쇄적인 신호 반응을 일으키나요?,ko,0.864,1.0,0.583,0.929,2.773,1,6.149
korean_content_7177,일본에는 몇개의 초등학교가 있나요?,ko,-0.816,0.0,0.4,0.75,1.792,0,2.126
