unique_id,text,language,type_original,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent,question_type
ar_polar_0,هل تتعمق الأزمة السياسية والاقتصادية في لبنان؟,ar,polar,-0.352,-0.966,0.0,0.2,0.625,2.303,0.0,-0.805,1
ar_polar_1,هل دفعت الخلافات العائلية الشيخ إلى الانتحار؟,ar,polar,-0.066,-2.966,0.0,0.8,0.714,2.197,0.0,-0.805,1
ar_polar_2,رئيس الجمعية موافق وقسم هام من الاعضاء رافضون والاختلاف محوره هذه المرة قضية التطبيع وتداعياتها المعقدة المحمولة على اجنحة متعددة بين السياسي والثقافي والفكري والعلمي مشدودة الى الاشكال الحارق الوحيد: هل نقبل باسرائيل ام نصمد على خط القطيعة؟,ar,polar,0.565,6.034,0.0,0.0,0.596,3.912,0.0,-1.805,1
ar_polar_3,هل حدد القانون عدد القضاة؟,ar,polar,-0.816,-2.966,0.0,0.6,0.8,2.079,0.0,-0.805,1
ar_polar_4,هل سيكون القضاة عراقيين؟,ar,polar,-0.566,-3.966,0.0,0.6,0.6,2.079,0.0,-0.805,1
ar_polar_5,هل تم تعيين القضاة؟,ar,polar,-1.066,-2.966,0.0,0.4,0.75,1.946,0.0,-0.805,1
ar_polar_6,هل ستكون أنت ضمن القضاة باعتبارك قاضياً وعضواً في مجلس الحكم؟,ar,polar,0.148,-1.966,0.0,1.0,0.467,2.89,0.0,-0.805,1
ar_polar_7,هل سيقف صدام حسين في قصف الاتهام؟,ar,polar,-0.352,-2.966,0.0,0.6,0.25,2.398,0.0,-0.805,1
ar_polar_8,هل تتوقع أن يحكم صدام حسين بالإعدام؟,ar,polar,-0.352,-1.966,0.0,0.4,0.25,2.398,0.0,-0.805,1
ar_polar_9,هل ستشارك الأمم المتحدة في محاكمات صدام حسين وبقية أعضاء النظام السابق؟,ar,polar,-0.604,1.034,0.0,0.6,0.571,2.833,0.0,-0.805,1
ar_polar_10,هل زرتم أنتم أو أي من القضاة صدام حسين أو أياً من أعضاء نظامه؟,ar,polar,-0.709,3.034,0.0,0.4,0.4,2.89,0.0,-0.805,1
ar_polar_11,ما دام لا خلاف بين أميركا وسوريا حول لبنان هل يُعقل أن يراهن مسيحيون على واشنطن؟,ar,polar,0.122,0.034,1.0,0.333,0.353,2.944,4.215,1.195,1
ar_polar_12,"هل هناك في هذه ""اللحظة"" مشروع تغييري آخر في المنطقة؟",ar,polar,1.268,-2.966,0.0,0.0,0.4,2.639,0.0,-1.805,1
ar_polar_13,"هل لا تزال ""الوطنية العربية"" قادرة على الخروج من رجعيتها الحالية كمجرد قوة دفاع عن اوضاع قائمة مفلسة... لكي يكون ممكنا مواجهة السياسة الاميركية بما هو قادر على كسر وحدانية مشروعها التغييري؟",ar,polar,0.22,3.034,1.0,0.8,0.472,3.761,3.932,0.195,1
ar_polar_14,"ولولا قوة شخصية الريحاني، وفرضه نفسه ""بطريركا"" على وسطه وبيئته، لكان غرق في تفاهات الناس العاديين الذين خشيهم جبران (وهو على حق) في رسالته الى ذلك الـ ""منصور"" صديقه (هل من يعرف من هو؟).",ar,polar,1.379,5.034,1.0,0.55,0.348,4.078,4.615,2.195,1
ar_polar_15,وأبدى شيخ الأزهر دهشته ممن يقولون إنه لا يؤمن بالرأي الآخر وقال: إن بابي مفتوح يدخله العامل والشحات وإنني قلت لمكتبي: لا تمنعوا أحداً من الدخول، وقال ساخراً من هؤلاء: هل هناك حرية رأي أكثر من ذلك؟,ar,polar,1.034,3.034,2.0,0.533,0.451,4.043,4.615,4.195,1
ar_polar_16,وقال للمذيع بلغة عتاب: هل فهمت كلامي ولا لسه؟,ar,polar,0.165,-0.966,1.0,0.6,0.429,2.833,4.615,0.195,1
ar_polar_17,هل تشهد سيناء حرباً جديدة بين مصر وإسرائيل؟,ar,polar,-0.566,0.034,0.0,0.4,0.667,2.398,0.0,-0.805,1
ar_polar_18,حتمالات الحرب ولكن هل يمكن أن تجازف إسرائيل بشن حرب ضد مصر برغم السلام الموقع بينهما ووجود سفارة إسرائيلية في القاهرة؟,ar,polar,0.094,1.034,1.0,0.6,0.577,3.401,4.615,0.195,1
ar_polar_19,"يقول بال: ""لحسن الحظ, قال أحدهم في سوني أستراليا: 'بالمناسبة, هل لاحظتم هذا؟'"".",ar,polar,0.668,-0.966,2.0,0.6,0.562,3.296,4.215,1.195,1
ar_polar_20,هل بات حقهم الإلهي بارتداء عباءة أفضل فريقٍ في العالم غير مضمون؟,ar,polar,1.934,1.034,0.0,0.6,0.643,2.773,0.0,-0.805,1
ar_polar_21,هل المسلسل الثاني ناجحٌ حتى الآن؟,ar,polar,-0.266,-2.966,0.0,0.0,0.667,2.079,0.0,-1.805,1
ar_polar_22,هل تقرع المنبه الخاص بك؟,ar,polar,-0.866,-0.966,0.0,0.4,0.5,2.079,0.0,-0.805,1
ar_polar_23,هل يسمح للعاملين بإبقاء أغراض دينية على مكاتبهم؟,ar,polar,-0.366,-1.966,0.0,0.6,0.545,2.565,0.0,-0.805,1
ar_content_0,ويعود الصائم، بعد افطاره الشهي، الى حيث تستقبله، في كل الفضائيات العربية، مشاهد المآسي التي تجري في فلسطين، والمجازر التي يرتكبها العدو الصهيوني ضد شعبنا العربي المسلم في هذه الارض العربية المغتصبة والمدماة... فماذا يفعل؟,ar,content,1.363,5.034,1.0,0.6,0.535,3.97,4.615,3.195,0
ar_content_1,"فهلا اقلع المسلمون عن ""بدعة مآدب الافطار"" هذه، واكتفوا بالعادي من الافطار، ووفروا من اموالهم بعض الفرح للمليون جائع، في الضفة الغربية وغزة، أولئك الذين لم يعرفوا منذ اعوام للفرح طعما ولا للعيد بهجة؟",ar,content,1.19,2.034,1.0,0.55,0.432,3.951,4.615,2.195,0
ar_content_2,"و""الوفد"" تسأل الحكومة المصرية أين الحقيقة في هذه التصريحات المعلنة يوم 16/2 الحالي من جانب إسرائيل بشأن الغاز الطبيعي؟!",ar,content,0.458,3.034,0.0,0.6,0.636,3.332,0.0,-0.805,0
ar_content_3,فإذن أين يكمن الخلاف؟!,ar,content,-0.316,-2.966,0.0,0.6,0.6,2.079,0.0,-0.805,0
ar_content_4,"ألا يحق لأي فلسطيني أن يعرف الضمانات قبل أن يوافق على الهدنة، خاصة أن شارون يعلن مع بداية الحوار الفلسطيني ـ الفلسطيني في القاهرة أن إسرائيل ليست طرفاً في أي هدنة، وأن هذه الهدنة ""شأن فلسطيني داخلي""؟!",ar,content,0.671,0.034,2.0,0.8,0.59,3.85,4.394,3.195,0
ar_content_5,قبل الإقدام على خطوات يعلن ـ هو نفسه ـ أنها تتناقض تماماً مع قرارات الشرعية الدولية والمبدأ الذي انطلقت منه مسيرة مدريد؟,ar,content,-0.153,1.034,1.0,0.667,0.5,3.332,4.215,1.195,0
ar_content_6,حتى لا يعاني شعب مصر من تأخر وصول القمح الروماني إلى موانينا؟!,ar,content,-0.482,-0.966,0.0,0.8,0.615,2.773,0.0,-0.805,0
ar_content_7,ماذا لو تحقق ذلك؟..,ar,content,-1.066,-2.966,1.0,0.2,0.25,2.079,4.615,-0.805,0
ar_content_8,أليس هذا أفضل من أن نزرع القمح في رومانيا؟!,ar,content,-0.177,-1.966,1.0,0.8,0.3,2.565,3.932,0.195,0
ar_content_9,ما هي طبيعة المحكمة الخاصة التي شكلها مجلس الحكم لمحاكمة صدام حسين وأعضاء النظام السابق؟,ar,content,-0.654,4.034,1.0,0.6,0.556,3.045,4.615,-0.805,0
ar_content_10,إذن هي محكمة خاصة؟,ar,content,-0.732,-3.966,0.0,0.0,0.75,1.946,0.0,-1.805,0
ar_content_11,ما هي التهم التي ستوجه إلى صدام حسين وأعضاء قيادته؟,ar,content,-0.399,0.034,1.0,0.6,0.308,2.773,4.615,-0.805,0
ar_content_12,أين سيكون مقر المحكمة؟,ar,content,-0.816,-2.966,0.0,0.4,0.6,2.079,0.0,-0.805,0
ar_content_13,ـ لأسباب أمنية سيتم التكتم على موقعها حتى يعلن عنها؟,ar,content,-0.232,-1.966,1.0,0.6,0.462,2.773,3.932,0.195,0
ar_content_14,ربما أم مؤكد؟,ar,content,-0.566,-2.966,0.0,0.0,0.333,1.792,0.0,-1.805,0
ar_content_15,وهل ستكون المحكمة علنية؟,ar,content,-0.266,-2.966,0.0,0.6,0.5,2.197,0.0,-0.805,0
ar_content_16,متى سيحال صدام حسين وأعضاء نظامه إلى المحكمة؟,ar,content,-0.066,-0.966,0.0,0.8,0.364,2.639,0.0,-0.805,0
ar_content_17,ما هي آلية إحالتهم إلى المحكمة؟,ar,content,-0.566,-1.966,0.0,0.0,0.429,2.303,0.0,-1.805,0
ar_content_18,ماذا سيرتدي صدام حسين في المحكمة؟,ar,content,-0.232,-2.966,0.0,0.6,0.286,2.303,0.0,-0.805,0
ar_content_19,وفي السجن ماذا سيرتدي؟,ar,content,0.334,-1.966,0.0,0.4,0.333,2.197,0.0,-0.805,0
ar_content_20,تعني أنه لا يرتدي الملابس الخاصة بالسجن؟,ar,content,-0.066,-0.966,1.0,0.5,0.556,2.485,3.932,0.195,0
ar_content_21,ما هو الوقت الذي ستستغرقه هذه المحاكمات؟,ar,content,-0.316,-1.966,1.0,0.6,0.333,2.485,4.615,-0.805,0
ar_content_22,كيف تنظر إلى صدام حسين؟,ar,content,-0.316,-2.966,0.0,0.4,0.2,2.079,0.0,-0.805,0
ar_content_23,بالرغم مما عاناه الشعب العراقي من نظامهم؟,ar,content,-0.266,-1.966,1.0,0.6,0.455,2.639,4.615,-0.805,0
ar_content_24,ومتى سيتم تسليمهم إليكم؟,ar,content,-0.209,-1.966,0.0,0.6,0.25,2.398,0.0,-0.805,0
ar_content_25,متى بدأت مهنتك كقاض؟,ar,content,-0.466,-2.966,0.0,0.6,0.5,2.197,0.0,-0.805,0
ar_content_26,"وماذا عن المكتبات؟. عن هذا السؤال اجاب ستيف ريجيو المسؤول عن مكتبة ""بارنيساندنوبل.كوم"" الاميركية على شبكة الانترنت بالقول ""خلال 20 عاما، ستدخل مكتبة ما وتلقم المؤلفات التى تريد على كتابك الالكتروني"".",ar,content,0.656,2.034,1.0,0.5,0.432,3.85,4.615,2.195,0
ar_content_27,ماذا حصل في الحزب الديموقراطي التقدمي؟,ar,content,-0.666,-2.966,0.0,0.4,0.667,2.079,0.0,-0.805,0
ar_content_28,لماذا لم تنطلق الحركة التجارية بعد؟,ar,content,-0.466,-2.966,0.0,0.8,0.5,2.079,0.0,-0.805,0
ar_content_29,فهل يستطيع شيراك اقناع بوش بضرورة التحرك وممارسة الضغوط المطلوبة، لكي توافق اسرائيل على تطبيق توصيات لجنة ميتشل الأميركية؟,ar,content,-0.399,4.034,1.0,0.6,0.591,3.219,4.615,0.195,0
ar_content_30,كيف يمكن الدولة ان تقيم حواراً انقاذيا تقريبا مع الدول والمؤسسات الغريبة، وهي لا تقيم حوار - الحد الادنى من التفاهم مع بعض القوى اللبنانية؟,ar,content,0.814,1.034,1.0,0.733,0.577,3.401,4.215,1.195,0
ar_content_31,وكيف يمكنها ان تعزز الثقة بلبنان واوضاعه الاقتصادية، التي تستحق الدعم لانها تملك عناصر استعادة العافية والازدهار، وهي تقضي على آخر معالم الثقة بامكان التوصل داخليا الى ما يعيد توفير المنعة الى الوحدة الوطنية التي هي القاعدة الوحيدة للعافية والازدهار؟,ar,content,0.494,10.034,1.25,0.467,0.569,4.007,4.615,4.195,0
ar_content_32,اذاً، انتصرت السلطة او هكذا تعتقد. انتصرت على المعارضة؟ لا، بل هي على الدولة انتصرت. فمع انتهاء ما بدا فصلاً من معركتها مع المعارضة، بات جلياً ان مفهوم الدولة سقط، بل ان الممارسات الدؤوبة للسلطة ومحاسيبها قد اسقطته.,ar,content,2.213,3.034,1.0,0.45,0.523,3.97,4.615,6.195,0
ar_content_33,فما الذي دفع بهما الى قول ما قالاه؟,ar,content,-0.566,1.034,1.0,0.3,0.273,2.565,4.615,0.195,0
ar_content_34,وقال سليمان الجندي ـ صاحب شركة صرافة ـ من الأفضل إغلاق أبواب الشركات والبحث عن مجال آخر للعمل خاصة أن مجال الصرافة أصبح جريمة في نظر الحكومة وتتم محاصرته بكل هذه القوانين والقرارات التي تهدف لإغلاق المزيد من الشركات؟!,ar,content,-0.043,9.034,1.0,0.55,0.622,3.912,4.615,2.195,0
ar_content_35,"وتساءل الشاب في الرسالة التي بثها موقع ""الإخوان"" على الإنترنت تحت عنوان ""من شاب مقهور إلى المرشد العام: متى تظهر القوة الحقيقية للإخوان في الميدان؟",ar,content,0.49,3.034,1.0,0.733,0.607,3.526,4.615,1.195,0
ar_content_36,"وانتهى مرشد ""الإخوان"" إلى القول ""علينا أن نسأل أنفسنا كم حققنا على مستوى النفس وعلى مستوى الأسرة وعلى مستوى المجتمع؟",ar,content,-0.024,3.034,0.0,0.4,0.32,3.401,0.0,-0.805,0
ar_content_37,لحرب شرق أوسطية؟,ar,content,-0.732,-2.966,0.0,0.0,0.75,1.792,0.0,-1.805,0
ar_content_38,"تحت هذا العنوان نشرت جريدة ""الاتحاد"" تحقيقاً مطولاً جاء فيه: لماذا نشرت إسرائيل خارطة لدمشق ما أسمته مراكز ومكاتب لمنظمات فلسطينية في قلب العاصمة السورية؟",ar,content,0.934,1.034,1.5,0.6,0.633,3.555,4.331,2.195,0
ar_content_39,"صديقة قريبة منه باغتته حين أخبرها بإشهاره إسلامه قبل أيام بقولها""حقيقي؟",ar,content,1.039,-0.966,1.0,0.8,0.4,3.135,3.932,0.195,0
ar_content_40,ما معنى هذا الكلام؟,ar,content,-0.732,-1.966,0.0,0.0,0.5,1.792,0.0,-1.805,0
ar_content_41,غير أن هذا ممكن، في أي بلد، إلا في مصر، التي يقال فيها الوزير، ولا يستقيل، دون أن يعرف أحد لماذا؟!,ar,content,0.252,1.034,1.0,0.667,0.435,3.434,4.615,1.195,0
ar_content_42,ماذا سيفعل عندما سيعود إليها باسم الانتقام؟,ar,content,-0.066,-0.966,1.0,0.5,0.364,2.565,3.932,0.195,0
ar_content_43,إذا وصفوني بالخيانة فهل تستبعد أن أقول إنهم جهلاء؟,ar,content,-0.149,-1.966,1.0,0.6,0.308,2.708,3.932,0.195,0
ar_content_44,"ورحب شيخ الأزهر بمن ينادون بانتخاب شيخ الأزهر وقال بلغة واثقة: ""مرحباً بالانتخاب""، وعندما سأله المذيع عن حق أي مسلم في العالم أن يرشح نفسه لهذا الموقع قال شيخ الأزهر: ""وأبناء العالم الإسلامي يتدخلوا في مصر ليه؟"".",ar,content,1.551,3.034,1.0,0.633,0.562,4.06,4.615,4.195,0
ar_content_45,"ترتيبات للقاء بين مبارك وشارون بعد ""تقارب"" مصري ـ إسرائيلي؟",ar,content,0.334,-0.966,0.0,0.0,0.455,2.773,0.0,-1.805,0
ar_content_46,"وأشار إلى أن ""عصبة الأمم المتحدة اعترفت قبل نحو 70 عاماً بملكية حائط البراق للمسلمين باعتباره وقفاً إسلامياً وجزءاً من الأقصى، ثم يأتي هؤلاء ليسلموه لليهود ويطلقون عليه زوراً وبهتاناً اسم حائط المبكى؟"".",ar,content,0.73,4.034,3.0,0.44,0.533,3.932,4.615,3.195,0
ar_content_47,وإذا كان الدولار قد انخفض بنسبة 20% مقابل العملات الأوروبية الأخرى وخاصة اليورو والإسترليني فإن السؤال الذي يدور الآن ما أثر هذا الانخفاض على السوق المصري؟,ar,content,0.999,2.034,1.5,0.467,0.531,3.526,4.615,1.195,0
ar_content_48,وهل سيمتد هذا التأثير على الاحتياطي النقدي الدولاري في البنك المركزي المصري؟,ar,content,-0.143,-0.966,0.0,0.6,0.571,2.773,0.0,-0.805,0
ar_content_49,وإذا كنا لا نريد للحوار الفلسطيني أن ينتهي لهذه النتيجة، فإن الفصائل الأثنتى عشرة ليس عليها سوى التفكير في إجابة سؤال واحد فقط هو: كيف تتحول أحرف كتابة البيانات الختامية إلى فعل حقيقي على أرض الواقع؟,ar,content,0.659,4.034,1.0,0.667,0.488,3.807,4.615,1.195,0
ar_content_50,"وفي أي عام قدم الصندوق الكويتي قرضاً لتمويل بناء مدارس في جمهورية مصر العربية؟""",ar,content,-0.132,-0.966,0.0,0.8,0.688,2.944,0.0,-0.805,0
ar_content_51,"وطالب الحزب بتنظيم مسابقة مصرية تتضمن الأسئلة التالية: ""كم عدد المدرسين المصريين الذين ساهموا في محو أمية الشعب الكويتي قبل اكتشاف النفط وبعده؟",ar,content,-0.027,3.034,1.0,0.4,0.667,3.434,4.615,1.195,0
ar_content_52,وكم عدد العمال المصريين الذين ساهموا في بناء الكويت وتعميرها فتحولت من صحراء جرداء إلى ما هي عليه الآن؟,ar,content,0.021,2.034,1.0,0.5,0.458,3.258,4.615,0.195,0
ar_content_53,وكم عدد جنود الجيش المصري الذين ساهموا في تحرير الكويت؟,ar,content,-0.666,1.034,1.0,0.4,0.636,2.565,4.615,-0.805,0
ar_content_54,"وتساءل: ""أين دعوة المسيح الآن من سيل الهجوم على الإيمان وتحقير أهله وكيل الاتهامات لهم وتزيين الإلحاد والدفاع عنه؟""",ar,content,0.774,2.034,0.0,0.2,0.5,3.434,0.0,-0.805,0
ar_content_55,فأين ذلك كله مما تعانيه البشرية اليوم من ويلات وحروب؟..,ar,content,-0.22,1.034,1.0,1.0,0.357,2.89,4.615,-0.805,0
ar_content_56,من بوسعه إيقاف منتخب أستراليا هذا؟,ar,content,-0.78,-0.966,0.0,0.0,0.5,2.303,0.0,-1.805,0
ar_content_57,وماذا عن وضع أستراليا؟,ar,content,-0.816,-2.966,0.0,0.0,0.4,1.946,0.0,-1.805,0
ar_content_58,أم أنها تكلفة قياسية أو تعرفة مسبقة الدفع؟,ar,content,-0.441,-1.966,0.0,0.0,0.556,2.398,0.0,-1.805,0
ar_content_59,من أين تستمد كل هذه الطاقة؟ أو ذلك الصوت الذي يخرج قوياً بحيث يحدث موجة صادمة؟,ar,content,-0.253,1.034,2.0,0.467,0.529,2.996,4.215,1.195,0
ar_content_60,من يمكن أن يلوم من يتيح المجال لغليندا كي تؤدي بهذا الشكل الرائع؟,ar,content,-0.352,1.034,1.5,0.45,0.533,2.833,4.331,2.195,0
ar_content_61,ما هي القيود التي من شأنها منع التعبير عن المعتقدات الدينية في الشركات الخاصة؟,ar,content,-0.28,0.034,0.0,0.0,0.533,2.833,0.0,-1.805,0
ar_content_62,"وماذا عن الأحزاب في ماذا, في الحقوق التاريخية؟",ar,content,-0.316,-1.966,0.0,0.0,0.333,2.485,0.0,-1.805,0
