unique_id,text,language,avg_links_len,avg_max_depth,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
ar_content_36,"وانتهى مرشد ""الإخوان"" إلى القول ""علينا أن نسأل أنفسنا كم حققنا على مستوى النفس وعلى مستوى الأسرة وعلى مستوى المجتمع؟",ar,-0.014,2.905,0.4,0.32,3.401,0,7.012
fi_polar_15,Mutta uskaltaako se mennä yksin jossain metroasemalla poistamaan oksennukseensa sammuneen nistin?,fi,-0.208,2.336,0.4,0.727,2.565,1,5.82
fi_polar_113,Päästäänkö kolmanteen pilariin kuuluvaa tietosuojaa koskevasta puitepäätöksestä poliittiseen yhteisymmärrykseen tämän vuoden loppuun mennessä?,fi,0.492,4.336,0.267,0.846,2.708,1,8.649
ja_polar_60,お皿は全て重ねてたのですが、しばらくすると女性の従業員が来て、こちらのトロ刺身のお皿はお取りになられましたか?,ja,0.703,0.727,0.8,0.472,3.689,1,6.391
fi_content_109,Mikä mahtaa olla tilanne jälkimodernissa länsimaalaisessa yhteiskunnassa?,fi,0.379,-0.743,0.0,0.571,2.197,0,2.404
ar_content_17, ما هي آلية إحالتهم إلى المحكمة؟,ar,-0.555,-2.095,0.0,0.429,2.303,0,0.082
fi_content_126,Mikä on sitä arkiromantiikkaa sitten?,fi,0.129,-0.743,0.0,0.4,1.946,0,1.732
ko_polar_22,여러분이 지금까지 살아온 삶이 주는 자의 삶이었습니까?,ko,-0.54,-0.635,0.222,0.857,2.197,1,2.101
ar_polar_10, هل زرتم أنتم أو أي من القضاة صدام حسين أو أياً من أعضاء نظامه؟,ar,-0.736,3.375,0.4,0.4,2.89,1,6.329
ko_content_71,"고르비는 현재 어디에 있으며, 그에게 무슨 일이 있는가?",ko,-0.059,-0.467,0.0,0.75,2.398,0,2.622
id_content_157,Indy bertanya memang siapa yang sakit?,id,-0.478,-0.226,0.6,0.667,2.079,0,2.642
ja_content_15,「12星座別キーワード」では、あなたがどんな人か?,ja,0.243,-1.39,0.0,0.417,2.833,0,2.103
id_polar_19,Begitu mudahkah semua itu berdiri di kompleks Regina Pacis?,id,-0.543,-0.362,0.5,0.6,2.485,1,2.68
ja_polar_53,陳述書に“現在も通っている”と書いてあるが?,ja,0.372,-0.273,0.438,0.538,2.833,1,3.908
ru_content_486,Что вы думаете на счет моего мышления?,ru,-0.045,0.045,0.5,0.429,2.197,0,3.126
ko_polar_100,그러면 러셀이 이 역설을 만들어낸 이유는 무얼까?,ko,0.126,0.365,0.333,0.714,2.197,1,3.735
ja_polar_34,同日開会の都議会で、石原氏は施政方針演説に臨むが、一歩踏み込むか。,ja,0.01,0.727,0.875,0.632,3.135,1,5.379
ko_polar_119,"그런 점에서 1894 년 농민전쟁을 민주주의혁명을 완결시킬 변혁주체세력이 형성, 발전하는 단계의 시점이었다고 볼 수 있지 않을까?",ko,0.56,2.365,0.292,0.812,2.944,1,6.973
ja_polar_48,これでも関係がないと言えるのか?,ja,-0.101,-0.273,1.0,0.3,2.485,1,3.411
id_polar_139,Apa pengaruhnya terhadap konflik cinta segitiga Cinta-Dante-Cahaya?,id,-0.67,1.638,0.0,0.625,2.303,1,3.896
ko_polar_156,그렇지만 이제 그 정의를 꼭 말해야만 한다면 나 스스로가 생명에 대한 정의를 내리려고 노력해야 하지 않을까?,ko,0.826,0.365,0.417,0.562,2.89,1,5.06
en_content_154,What do you think?,en,-0.344,-2.199,0.333,0.25,1.792,0,-0.168
fi_polar_108,- Sinäkö kilpailisit ylimysten rikkauksien kanssa sienilläsi?,fi,-0.208,-0.664,0.6,0.667,2.197,1,2.592
ko_polar_72,그렇다면 일반적으로 도덕경의 주석자들은 무와 도를 동일시했던 것인가?,ko,0.674,-1.635,0.417,0.75,2.303,1,2.509
id_content_93,Berapakah harga emas 3 bulan mendatang?,id,-0.378,-1.226,0.0,0.571,2.197,0,1.164
fi_content_138,"Junan ovet piippaavat kuin aikapommi, tarkastaja on vihollinen Tikkurilassa, vaaraton Puistolassa, kuka tietää miksi?",fi,0.033,0.257,0.5,0.786,2.944,0,4.52
ru_polar_140,Вопрос такой: можно ли с ней не гулять?,ru,-0.164,0.397,0.4,0.375,2.398,1,3.406
en_content_287,Where in the states could I go?,en,0.156,-0.199,0.333,0.429,2.197,0,2.916
id_content_25,"Namun, apa saja yang ditata oleh pemerintah kolonial selanjutnya?",id,-0.378,0.774,0.4,0.667,2.485,0,3.948
ru_content_137,"Щемит сердце,частичное онемение левого мизинца,потоотделение при еде или движении,если лежу то сердце как бы стучит в голове -мне 49лет -куда обратиться и что это может быть?",ru,1.61,1.045,0.472,0.633,3.611,0,7.371
ja_polar_46,横浜市近辺で英会話を習いたいという人にはかなりいいのではないでしょうか?,ja,0.026,0.727,0.375,0.455,3.178,1,4.761
ko_polar_30,그것은 사회의 공적 기관으로서 사회로부터 발생하였으나 그 위에 올라서서 사회와는 더욱 더 멀어져 가는 권력이 아니던가?,ko,0.426,2.365,0.25,0.75,2.89,1,6.681
ru_content_432,Как мне с ней себя вести?,ru,0.555,-0.955,0.667,0.333,2.079,0,2.679
ja_polar_24,"きちんと説明し,堂々と市長として頑張ったらいいじゃないですか。",ja,0.655,-0.273,0.625,0.312,2.944,1,4.263
ko_polar_63,혹시 훔친 것이 아닐까?,ko,-0.374,-1.635,0.0,1.0,1.792,1,0.783
en_polar_453,"I've stayed in a more expensive hotel there, but you can check some travelguides or tripadvisor?",en,0.682,0.966,0.583,0.471,2.996,1,5.698
en_content_14,Which wonderful contact of mine is thumbs upping all my best answers ^^?,en,0.073,-0.199,0.667,0.462,2.708,0,3.711
ru_content_361,А сам ботинок из другого материала кто подскажет?,ru,-0.331,0.045,0.167,0.375,2.303,0,2.559
fi_polar_53,Onko Granfeltilta tilattu tutkimustulos vai tutkimustyö?,fi,-0.608,0.336,0.4,0.667,2.079,1,2.874
ru_polar_114,И могу ли я подать заявление в прокуратуру ?,ru,-0.593,0.397,0.5,0.5,2.303,1,3.107
ru_content_623,Прислужником кого был Саурон?,ru,-0.045,-1.955,0.0,0.5,1.792,0,0.292
en_polar_401,And do you get charged for it?,en,-0.027,-1.034,0.667,0.143,2.197,1,1.946
ar_polar_16,وقال للمذيع بلغة عتاب: هل فهمت كلامي ولا لسه؟,ar,0.138,-0.625,0.6,0.429,2.833,1,3.375
en_content_3,why do you think i should get one of those?,en,-0.566,0.801,0.417,0.3,2.485,0,3.437
ko_polar_133,고대인에게는 어떠한 즐거움이 있었을까?,ko,-0.374,-1.635,0.0,1.0,1.792,1,0.783
id_content_82,"Dan pada siapakah Siera akhirnya jatuh cinta, Tristan atau Rian?",id,0.222,0.774,1.0,0.545,2.639,0,5.18
ko_content_76,뿌치 지도부가 중앙아시아 출신의 이민족으로 탱크 주력군을 삼은 이유는 무엇일까?,ko,-0.424,1.533,0.333,1.0,2.485,0,4.927
id_polar_52,Apakah gelasnya setengah kosong atau setengah penuh?,id,-0.348,0.638,0.0,0.556,2.398,1,3.244
ru_content_52,Куда можно пойти в Сочи?,ru,-0.545,-0.955,0.25,0.8,1.946,0,1.496
ko_content_198,"우주는 어디서 왔으며, 어디로 가고 있는 것일까?",ko,-0.035,-1.467,0.25,0.714,2.303,0,1.765
en_content_171,"Where is the ""simple"" explanation of the transportation piece?",en,0.531,-0.199,0.0,0.556,2.565,0,3.453
ar_content_1,"فهلا اقلع المسلمون عن ""بدعة مآدب الافطار"" هذه، واكتفوا بالعادي من الافطار، ووفروا من اموالهم بعض الفرح للمليون جائع، في الضفة الغربية وغزة، أولئك الذين لم يعرفوا منذ اعوام للفرح طعما ولا للعيد بهجة؟",ar,1.2,1.905,0.55,0.432,3.951,0,8.038
ar_content_24, ومتى سيتم تسليمهم إليكم؟,ar,-0.198,-2.095,0.6,0.25,2.398,0,0.955
ar_content_34,وقال سليمان الجندي ـ صاحب شركة صرافة ـ من الأفضل إغلاق أبواب الشركات والبحث عن مجال آخر للعمل خاصة أن مجال الصرافة أصبح جريمة في نظر الحكومة وتتم محاصرته بكل هذه القوانين والقرارات التي تهدف لإغلاق المزيد من الشركات؟!,ar,-0.033,8.905,0.55,0.622,3.912,0,13.956
ar_content_27,ماذا حصل في الحزب الديموقراطي التقدمي؟,ar,-0.655,-3.095,0.4,0.667,2.079,0,-0.604
en_content_265,"I'm American and I am going to the UK for the first time, what should I expect?",en,0.833,-0.199,0.5,0.333,3.045,0,4.512
ko_polar_32,유럽에서는 민주주의 혁명의 시기에 사회주의를 수립하려는 수 많은 사회주의 운동 및 기도들이 있지 않았는가?,ko,0.729,2.365,0.333,0.857,2.773,1,7.057
ru_polar_61,Хватит ли мне 250 тысеч тенге переехать в вам?,ru,0.211,-0.603,0.5,0.444,2.398,1,2.95
ar_polar_4, هل سيكون القضاة عراقيين؟,ar,-0.593,-3.625,0.6,0.6,2.079,1,-0.939
ar_content_60,من يمكن أن يلوم من يتيح المجال لغليندا كي تؤدي بهذا الشكل الرائع؟,ar,-0.341,0.905,0.45,0.533,2.833,0,4.38
id_polar_25,Bau apakah yang tercium olehku?,id,-0.432,-0.362,0.333,0.429,2.197,1,2.165
ko_content_27,"그래도 세상 사람들보다 어디가 나아도 조금은 낫다는 기독교인들 가운데도 사람 구실을 못하고 사는 사람이 많으니, 세상 사람들은 오죽 하겠습니까?",ko,0.299,2.533,0.389,0.842,3.091,0,7.154
en_polar_601,they will talk to me if i am mexican?,en,0.057,-1.034,0.5,0.222,2.398,1,2.143
ja_polar_27,"彼が誠実であれ不誠実であれ,摂理を出た以上,摂理とからめる必要があるのでしょうか?",ja,0.561,1.727,0.4,0.522,3.296,1,6.506
id_polar_195,Akankah Heru tetap baik hati menghadapi mereka?,id,-0.241,-1.362,0.417,0.625,2.303,1,1.742
ja_content_24,霊はいつ肉体から離れていくのか?,ja,-0.06,-1.39,0.6,0.4,2.485,0,2.035
ja_content_11,このことに澤田氏はどう弁明するのだろうか?,ja,-0.394,-1.39,1.0,0.417,2.639,0,2.272
ja_polar_50,"抗議デモの継続を宣言した統一教会,日本でも韓国東亜日報の様に襲撃事件が起こる惧れはないのか?",ja,0.381,1.727,0.5,0.571,3.434,1,6.613
en_content_380,Erm ya How can I watch Fair City Online in England lols?,en,0.656,-1.199,0.0,0.5,2.639,0,2.596
ja_polar_23,調達先はUK拠点のDFJ EspritとフランスのSofinnovaだとか。,ja,-0.212,-0.273,0.0,0.533,2.833,1,2.881
ko_polar_60,저널리스트는 스포츠를 새로운 금전적 원천으로 개척하였는가?,ko,0.56,-1.635,0.5,1.0,2.079,1,2.504
en_polar_459,In the United States?,en,-0.193,-2.034,0.0,0.5,1.792,1,0.065
fi_content_131,Miten nainen voisi viljellä sitten sitä arkiromantiikkaa vähän enemmän?,fi,0.004,-0.743,1.0,0.778,2.398,0,3.437
ja_polar_66,労働者たちは、机の上に宗教関係の物を置くことが許容されているか？,ja,0.312,1.727,0.5,0.545,3.219,1,6.303
ru_content_473,"Во время первого раза почти все даже взрослые женщины обычно не испытывают оргазм, что уж говорить о 13 летней?",ru,0.177,0.045,0.667,0.579,3.091,0,4.559
ru_polar_2,"Ты помнишь ли, что я Еще живу в сем мире?",ru,0.058,-0.603,0.7,0.4,2.565,1,3.12
ko_polar_75,저 한마디 말씀해도 되겠습니까?,ko,-0.374,-1.635,0.333,0.5,1.792,1,0.616
ja_polar_5,ホームページもキレイな感じで女性向けなのかな?,ja,-0.212,-0.273,0.0,0.462,2.708,1,2.685
en_content_30,So does anyone know what the difference is?,en,-0.487,-0.199,0.5,0.375,2.303,0,2.492
ar_content_25, متى بدأت مهنتك كقاض؟,ar,-0.455,-3.095,0.6,0.5,2.197,0,-0.253
ar_polar_7, هل سيقف صدام حسين في قصف الاتهام؟,ar,-0.379,-2.625,0.6,0.25,2.398,1,0.244
ko_polar_148,언젠가는 시간이 거꾸로 흘러 결과가 원인에 앞서 일어나는 일이 있지 않을까?,ko,0.46,0.365,0.667,0.727,2.565,1,4.784
ru_content_270,Где близлежайший христианский православный храм?,ru,0.455,-0.955,0.0,1.0,1.946,0,2.446
id_polar_31,"Ketika ditangkap dan dihadirkannya dalam tenda sang Sheik, dan ditanyai soal namanya, ia menjawabnya dengan kalimat: ``Namaku?",id,0.652,1.638,0.542,0.476,3.296,1,6.604
fi_polar_26,Pitäisikö niistä olla jotenkin erityisen huolissaan juuri siksi?,fi,0.564,-0.664,0.0,0.625,2.303,1,2.828
ko_polar_21,도대체 이게 어찌된 일입니까?,ko,-0.707,-1.635,0.25,0.75,1.792,1,0.45
fi_polar_46,- Haluatteko tupakkia?,fi,-1.008,-1.664,0.2,1.0,1.609,1,0.137
id_content_21,"Bila kita menggunakan semua ini untuk melawan musuh, musuh mana yang tak akan kalah?",id,0.43,-0.226,0.6,0.357,2.833,0,3.994
id_content_149,Namun apa yang terjadi?,id,-0.544,-1.226,0.2,0.5,1.792,0,0.722
id_content_39,Berfirmanlah TUHAN kepada Samuel: ``Berapa lama lagi engkau berdukacita karena Saul?,id,0.668,-0.226,0.7,0.583,2.773,0,4.498
en_polar_173,Are either of you familiar with this project?,en,0.092,-0.034,0.0,0.25,2.303,1,2.611
id_polar_189,Bait kedua juga bertanya... dan adakah engkau percaya kepada Tuhan di atas sana?,id,-0.021,0.638,0.583,0.643,2.833,1,4.676
id_content_56,Apa arti globalisasi buat Lippo?,id,-0.128,-1.226,0.0,0.6,1.946,0,1.192
fi_polar_13,Tekeekö netti meistä tyhmiä?,fi,-0.008,-1.664,0.6,0.75,1.792,1,1.47
id_content_28,Apa saja 3 ranah berbeda warna itu?,id,-0.378,-0.226,0.0,0.571,2.197,0,2.164
ar_content_15, وهل ستكون المحكمة علنية؟,ar,-0.255,-3.095,0.6,0.5,2.197,0,-0.053
fi_content_136,Miten saamme kansalaiset hyväksymään Euroopan yhdentymishankkeen?,fi,-0.721,0.257,0.4,1.0,2.079,0,3.015
ar_content_5,قبل الإقدام على خطوات يعلن ـ هو نفسه ـ أنها تتناقض تماماً مع قرارات الشرعية الدولية والمبدأ الذي انطلقت منه مسيرة مدريد؟,ar,-0.142,0.905,0.667,0.5,3.332,0,5.262
fi_content_97,Mutta mitä ihmettä?,fi,-1.121,-1.743,0.0,0.333,1.609,0,-0.922
ru_polar_184,Имел ли кто-нибудь такое оружие (пусть даже травматическое)?,ru,0.55,-1.603,0.8,0.375,2.485,1,2.607
ru_content_507,Может кто знает что это за грибы?,ru,-0.545,0.045,0.25,0.429,2.197,0,2.376
id_polar_56,Akankah dia masih mengingat Ibu dan kampung halamannya?,id,-0.321,0.638,0.667,0.5,2.485,1,3.969
ru_content_652,"Знаете, где можно научиться мнемотехнике?",ru,-0.295,0.045,0.222,1.0,2.079,0,3.051
fi_polar_84,"− Kokevatko kreikkalaiset, että isot EU-valtiot tulevat ja pakottavat heidät tekemään muutoksia?",fi,-0.108,1.336,0.45,0.727,2.708,1,5.113
ja_polar_41,もっと良く撮れた写真はなかったのか?,ja,-0.656,0.727,0.25,0.5,2.485,1,3.306
en_polar_496,2. Have we kept up with partial water changes?,en,0.182,-1.034,0.667,0.444,2.485,1,2.744
id_content_269,Kan kamu yang bilang? - Bukankah kamu yang bilang demikian?,id,0.122,-0.226,0.3,0.2,2.639,0,3.035
fi_polar_38,"""Eikö ole kaunis päivä?""",fi,-0.674,-0.664,0.2,0.75,2.079,1,1.691
ja_content_35,また、オーストラリアの位置づけはどうなのか？,ja,-0.06,-0.39,0.0,0.4,2.565,0,2.515
en_content_25,"In the Episode ""So in Louvre Are We Two"", How many diffrent painting/scupltures are their and who are the artists?",en,0.037,0.801,0.667,0.5,3.296,0,5.301
ko_polar_157,"그렇다면 다른 커다란 실체, 즉 생태계나 가이아에 대해서는 어떠한가?",ko,0.96,1.365,0.0,0.667,2.485,1,5.477
id_content_131,Sampai kapankah Aladin sanggup mempertahankan lampu ajaib tersebut di tangannya?,id,-0.06,-1.226,1.0,0.583,2.639,0,2.936
en_content_90,What mosques exactly did they visit and who did they meet?,en,0.056,-1.199,0.5,0.364,2.565,0,2.286
ar_content_38,"تحت هذا العنوان نشرت جريدة ""الاتحاد"" تحقيقاً مطولاً جاء فيه: لماذا نشرت إسرائيل خارطة لدمشق ما أسمته مراكز ومكاتب لمنظمات فلسطينية في قلب العاصمة السورية؟",ar,0.945,0.905,0.6,0.633,3.555,0,6.638
id_content_114,Bagaimanakah cara Sultan dan Atikah mengatasi semua rintangan yang menghadang hubungan cinta mereka?,id,0.122,0.774,0.5,0.6,2.833,0,4.829
fi_content_27,"Tämä setti toimi, sillä siinä vaiheessa kun avaimet oli vaihdettu, uskalsin jo kysyä, että ”mitä sä musta ajattelit, kun ekan kerran näit?”.",fi,0.927,3.257,0.6,0.545,3.434,0,8.763
ar_content_56,من بوسعه إيقاف منتخب أستراليا هذا؟,ar,-0.77,-1.095,0.0,0.5,2.303,0,0.938
id_content_54,"Persoalan berikutnya, bagaimana menentukan mana pelaku dan mana korban?",id,-0.003,0.774,0.4,0.667,2.485,0,4.323
fi_polar_101,Olisiko se iltalenkin jälkeen peiton tuominen sohvalle yhdessä iltateen tai viinilasillisen kanssa?,fi,0.265,0.336,0.0,0.583,2.639,1,3.823
fi_polar_7,Osaako nainen lukea miehen käytöksestä tämän?,fi,-0.208,0.336,0.4,0.833,2.079,1,3.44
fi_content_47,”Kuka muka pakottaa?,fi,-0.621,-1.743,0.4,0.667,1.792,0,0.495
en_content_335,"After you are elected in 2004, what will your memoirs say about you, what will the title be, and what will the main theme say?",en,0.864,-0.199,0.722,0.28,3.401,0,5.068
ko_polar_146,"단지 이것만으로, 외세에 맞서 국가를 지키려 한 숭고한 민중 의지의 표상으로서 삼별초의 의의를 우리 2세들에게 가르칠 수 있겠는가?",ko,0.372,1.365,0.333,0.833,3.045,1,5.948
en_content_24,how do you mold silicone or rubber into a mermaid tail?,en,-0.044,-0.199,0.667,0.545,2.565,0,3.534
en_polar_278,Are we ready to execute?,en,-0.693,-1.034,0.167,0.4,1.946,1,0.786
ko_content_211,어떻게 생물들이 산소의 농도를 21 퍼센트로 유지시키고 기온을 섭씨 20 도로 조절할 수 있겠는가?,ko,1.029,-0.467,0.833,0.714,2.773,0,4.882
fi_polar_82,Entä: onko kookkaiden lainojen ottaminen epävakaina talousaikoina järkevää?,fi,1.135,0.336,0.0,0.875,2.398,1,4.744
fi_content_54,"Miksi Jumalat olisivat sinne matkalla, ellei se olisi paratiisi?”",fi,0.768,-0.743,0.0,0.5,2.639,0,3.164
ar_content_41,غير أن هذا ممكن، في أي بلد، إلا في مصر، التي يقال فيها الوزير، ولا يستقيل، دون أن يعرف أحد لماذا؟!,ar,0.263,0.905,0.667,0.435,3.434,0,5.704
ru_content_562,В чем причина может быть?,ru,-0.795,-0.955,0.25,0.6,1.946,0,1.046
ru_polar_39,Посадят ли его на самолёт? и что его ждёт по прилёту?,ru,0.436,-0.603,0.8,0.364,2.639,1,3.636
ko_content_143,대체 당신은 무엇이 해결되었다고 생각하지요?,ko,0.049,-1.467,0.333,0.6,1.946,0,1.461
ja_content_36,彼女の全エネルギーはどこから来ているのだろうか。もしくは、衝撃波を引き起こす力を以って打ちのめすことのできるあの声？,ja,0.717,1.61,0.267,0.464,3.466,0,6.524
fi_polar_48,Entä olinko jo ostanut jotain jouluruokia?,fi,-0.208,-0.664,0.6,0.667,2.079,1,2.474
en_content_270,what are some unique customs in ireland?,en,-0.511,-0.199,0.0,0.429,2.197,0,1.916
fi_content_52,"”Miksi Carla sitten sanoo, että se on maanpäällinen Helvetti?”",fi,0.629,-0.743,0.8,0.667,2.639,0,3.992
ko_content_210,어떻게 생물들이 산소의 농도를 정하기 위하여 회의를 개최할 수 있겠는가?,ko,0.132,0.533,0.5,0.8,2.485,0,4.45
id_polar_27,"Mayumi Thyme adalah karakter pendukung dalam Shuffle!, dan salah satu tokoh utama dalam Really?",id,0.132,-0.362,0.0,0.643,2.89,1,3.303
fi_polar_4,”Osaanko nauttia seksistä?”,fi,-1.008,-0.664,0.2,1.0,1.946,1,1.474
ja_content_0,犯人は一体誰なのか?,ja,-0.56,-1.39,0.0,0.286,2.197,0,0.533
en_content_310,What is the best time of year?,en,-0.511,-0.199,0.0,0.429,2.197,0,1.916
ja_polar_61,その時からのだから?,ja,-0.412,-1.273,0.0,0.167,2.079,1,0.561
id_polar_85,"``Apakah (Tuhan) berniat mencegah kejahatan, namun tidak dapat?",id,0.277,-1.362,0.389,0.667,2.708,1,2.679
ru_polar_76,Пальто предназначено на осеннюю погоду до -10 Выглядит ли оно красиво?,ru,0.199,-0.603,0.6,0.5,2.639,1,3.335
ko_content_116,"자, 당신은 인간으로서 이것에 어떻게 답할 것인가?",ko,0.632,-2.467,0.5,0.571,2.303,0,1.539
fi_polar_5,Osaavatko ihmiset lukea toistensa silmistä tällaista itseluottamusta?,fi,-0.174,0.336,0.4,0.857,2.197,1,3.616
ru_polar_144,Будет ли это работать?,ru,-0.164,-2.603,0.4,0.25,1.792,1,-0.325
id_content_221,"Jika aku tidak menangis untuknya, lalu siapa lagi?",id,0.122,-1.226,1.0,0.222,2.485,0,2.603
id_polar_98,Apa urusan NU?,id,-1.098,-1.362,0.0,0.667,1.609,1,-0.184
ar_polar_11,ما دام لا خلاف بين أميركا وسوريا حول لبنان هل يُعقل أن يراهن مسيحيون على واشنطن؟,ar,0.095,0.375,0.333,0.353,2.944,1,4.1
fi_content_128,Ja mikä olisi sitten sitä juhlaromantiikkaa?,fi,-0.321,-0.743,0.0,0.333,2.079,0,1.348
fi_polar_11,Sanoinko jo jotain tästä ravaamisesta? :D,fi,0.792,-0.664,0.8,0.5,2.079,1,3.507
ru_content_349,Что значит ДЕЛАТЬ ЭТО?,ru,-1.045,-0.955,0.25,0.5,1.792,0,0.542
ko_polar_102,또는 '나' 라고 부를 수 있는 것이 과연 존재하는가?,ko,1.21,1.365,0.333,0.667,2.565,1,6.14
en_polar_358,If you can?,en,-0.693,-2.034,0.0,0.0,1.609,1,-1.118
ru_content_621,Что помогло Гарри получить зелье Удачи?,ru,-0.845,0.045,0.333,0.833,2.079,0,2.445
ko_content_8,시간도 지킬 줄 모르는 사람이 어떻게 국민들과의 큰 약속을 지킬 수 있겠습니까?,ko,-0.474,1.533,0.333,1.0,2.639,0,5.031
ru_content_144,"Может быть есть какие-нибудь чаи или таблетки, которые вызывают аппетит?",ru,-0.268,0.045,0.208,0.7,2.565,0,3.25
en_content_61,Where can I go on a first date (adults)?,en,0.406,-1.199,0.667,0.556,2.565,0,2.995
ja_polar_58,企業経営者の、そして企業人一人ひとりの意識改革ではないだろうか。,ja,0.255,-1.273,0.0,0.5,2.944,1,2.426
ru_content_86,Но почему он не слышал ее раньше?,ru,0.121,-1.955,1.0,0.429,2.197,0,1.792
ru_content_579,Женщинам ? а тетки от 49 сидят как думаете? на них высок спрос....,ru,0.955,1.045,0.5,0.583,2.773,0,5.856
id_polar_57,Sejauh mana ilmu berupaya mencapai perubahan sosial?,id,-0.932,-0.362,0.333,0.714,2.197,1,1.95
en_polar_77,need help finding irish music?,en,-0.943,0.966,0.167,1.0,1.946,1,3.136
id_polar_40,``Apakah engkau memperhatikan hamba-Ku Ayub?,id,-0.598,-1.362,0.5,0.571,2.303,1,1.414
ru_polar_52,"Подскажите, будут ли проблемы с этим, или сейчас можно спокойно съездить туда-назад без всякий самоизоляций?",ru,0.236,0.397,0.533,0.562,3.045,1,4.773
ru_content_258,"Везде одна синтетика и понты, почему люди забывают классическую одежду?",ru,0.177,0.045,0.5,0.8,2.565,0,4.087
en_content_67,"""Can you name the general who is in charge of Pakistan?""",en,-0.444,0.801,0.333,0.364,2.708,0,3.762
en_polar_96,That he didn’t show up for duty in Alabama?,en,0.14,-1.034,1.0,0.3,2.485,1,2.891
ko_polar_110,그러나 우리 이집트와의 교류를 거치고 난 후에야 비로소 그리스 문명의 꽃이 피어나기 시작했다는 것을 생각해 본 적이 있습니까?,ko,0.43,6.365,0.238,0.889,2.996,1,10.918
ru_polar_136,"Если просто разбавить водой, останется ли цвет на одежде?",ru,-0.289,-1.603,0.7,0.556,2.485,1,1.849
en_content_297,where can I find the best tours to the Mekong Delta at reasonable prices?,en,0.348,-0.199,0.667,0.571,2.773,0,4.16
ru_polar_105,Могу ли я выходить на работу если результаты еще не пришли?,ru,0.736,-0.603,0.6,0.545,2.565,1,3.843
ja_polar_1,疲労回復では他に譲るか?,ja,-0.355,-1.273,0.75,0.5,2.303,1,1.925
ru_polar_187,Выпарится ли влага из всего этого при включении кабеля?,ru,0.336,-1.603,0.8,0.444,2.398,1,2.375
id_polar_76,"Sering orang bertanya, apa cita-cita Amek kelak?",id,-0.598,-0.362,0.5,0.857,2.303,1,2.7
id_content_160,``Mengapakah kamu tidak mau menyembah Allah SWT?,id,0.122,-1.226,0.8,0.5,2.398,0,2.594
ru_content_96,"- Значит, что же -- они нас даже и не заметили?",ru,1.205,-0.955,0.5,0.222,2.639,0,3.611
