unique_id,text,language,avg_links_len,avg_max_depth,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
en_polar_147,Is that Microwave that you gave Dan really expensive?,en,0.682,-0.034,0.5,0.556,2.398,1,4.102
en_content_370,I have hundreds of VHS movies lying around... what should I do with them?,en,0.195,-0.199,0.389,0.5,2.833,0,3.718
ru_polar_188,И есть ли у вас знакомые?,ru,-0.164,-1.603,0.8,0.333,2.079,1,1.445
id_content_258,``Mengapa tidak memakai piano?,id,-0.544,-2.226,0.6,0.75,1.946,0,0.526
ar_content_33,فما الذي دفع بهما الى قول ما قالاه؟,ar,-0.555,0.905,0.3,0.273,2.565,0,3.488
en_polar_366,Travelers guide - For the young and unknowledgeable?,en,-0.336,-0.034,0.0,0.5,2.398,1,2.528
ko_polar_177,그러나 이것은 사람이면 당연한 일 아닌가?,ko,0.56,-0.635,0.0,0.5,2.079,1,2.504
id_polar_84,Apakah Azzam mampu menyelamatkan rumah tangga Husna dan Ilyas?,id,-0.432,0.638,0.5,0.7,2.485,1,3.891
ru_content_392,Кто на алиэкспрессе продаёт алмазную мозаику на подрамнике?,ru,-0.188,-0.955,0.667,0.625,2.303,0,2.452
ar_content_51,"وطالب الحزب بتنظيم مسابقة مصرية تتضمن الأسئلة التالية: ""كم عدد المدرسين المصريين الذين ساهموا في محو أمية الشعب الكويتي قبل اكتشاف النفط وبعده؟",ar,-0.017,2.905,0.4,0.667,3.434,0,7.389
id_polar_39,Apakah yang engkau serukan kepada kami?,id,-0.265,-0.362,0.5,0.143,2.197,1,2.213
ar_polar_3, هل حدد القانون عدد القضاة؟,ar,-0.843,-2.625,0.6,0.8,2.079,1,0.011
ko_content_10,"무슨 일이든지 시작하기는 쉽지만, 끝내기는 어렵기 때문에 용두사미라는 말이 종종 쓰이는 것 아니겠습니까?",ko,0.049,3.533,0.25,0.769,2.773,0,7.374
en_polar_245,Can we have a meeting this week (maybe Thursday at 3:30) to discuss this?,en,-0.04,1.966,0.333,0.429,2.89,1,5.578
ru_polar_34,"Скажите пожалуйста, стоит ли мне идти к врачу, и чем нужно это лечить?",ru,0.252,0.397,0.45,0.462,2.833,1,4.394
ja_polar_62,世界の最良の状態がもはや是認されていない時分に、彼らの聖職者たちは自身のマントに対して正しかったか？,ja,0.455,1.727,0.25,0.484,3.526,1,6.442
fi_content_34,"Miten komissio suhtautuu siihen, mitkä ovat sen näkemykset asiasta?",fi,-0.496,0.257,0.8,0.556,2.485,0,3.602
id_polar_219,Apakah hubungan Rado Habeahan dan Intan berlangsung dengan mulus?,id,0.346,0.638,0.667,0.7,2.485,1,4.836
ko_polar_140,그러면 임나에 대한 일본서기를 비롯한 많은 기록들은 모두 허구란 말인가?,ko,0.404,0.365,0.25,0.9,2.485,1,4.404
fi_content_64,tuu takas mikä sua vaivaa?,fi,-0.121,-0.743,0.4,0.6,1.946,0,2.082
en_polar_271,Is there anyone else in EGM that could participate?,en,-0.068,-0.034,0.25,0.444,2.398,1,2.99
en_content_181,I say why not?,en,-1.011,-1.199,0.333,0.5,1.792,0,0.415
ko_polar_173,김영삼 정부는 한국 자본주의병을 치료할 수 있을까?,ko,-0.707,-1.635,0.5,1.0,2.197,1,1.355
id_polar_18,Apakah SAFIRA akan berhasil dengan segala rencana liciknya?,id,-0.321,-0.362,0.5,0.5,2.485,1,2.802
fi_content_140,Miksi et nauttisi ja harrastaisi seksiä näistä tuntemuksista huolimatta?,fi,-0.371,-0.743,0.5,0.556,2.398,0,2.34
en_polar_283,Do you think we need to do more?,en,-0.765,-0.034,0.333,0.5,2.303,1,2.337
ja_content_7,毎日のことですからなんとか解決していきたいと日々努力していらっしゃるのではないでしょうか。,ja,0.606,0.61,0.5,0.28,3.296,0,5.292
en_content_147,"What correlation are you assuming, 15% flat for twenty years?",en,-0.444,-0.199,0.5,0.364,2.639,0,2.86
ko_polar_54,"아니면 그들은 정말로 자신들이 주장하듯, 그들이 정당한 일을 하고 있는 것으로 생각했는가?",ko,1.869,0.365,0.333,0.583,2.708,1,5.858
id_content_122,Bagaimana perjuangan hidup Isabella?,id,-0.878,-1.226,0.0,1.0,1.792,0,0.688
ar_content_28,لماذا لم تنطلق الحركة التجارية بعد؟,ar,-0.455,-3.095,0.8,0.5,2.079,0,-0.171
ja_content_1,どうするか?,ja,-1.394,-2.39,0.4,0.667,1.609,0,-1.108
fi_content_7,Mitä jos uudistuisimme kevään kynnyksellä juuri näin?,fi,-0.287,-0.743,0.8,0.714,2.197,0,2.681
fi_content_15,"Miksi emme hae itsellemme sitä nautintoa, jota kaipaamme?",fi,-0.406,0.257,0.4,0.5,2.398,0,3.149
ar_polar_22,هل تقرع المنبه الخاص بك؟,ar,-0.893,-0.625,0.4,0.5,2.079,1,1.461
ja_polar_13,一点突破したものがあなたにあるか。,ja,0.188,-0.273,0.5,0.364,2.565,1,3.344
id_content_18,"Pak Douw, anda telah berusaha untuk maju menjadi Bupati, bagaimana kalau seandainya nanti anda gagal mendapatkan dukungan dan tidak terpilih di PILKADA Nabire?",id,0.622,0.774,0.6,0.652,3.296,0,5.944
fi_polar_29,Pitäisikö minun mennä sisälle johonkin taloista?,fi,-0.608,-0.664,0.4,0.333,2.079,1,1.54
ja_content_32,彼らは誰ですか。,ja,-0.994,-1.39,0.0,0.167,2.079,0,-0.138
ru_content_282,Кто собирается лететь за рубеж?,ru,-0.795,0.045,0.25,0.6,1.946,0,2.046
fi_polar_61,Onko enkeli tyttö vai poika?,fi,-0.508,-0.664,0.0,0.6,1.946,1,1.374
ru_polar_157,Пустят ли меня если мне нет данного возраста?,ru,-0.164,-0.603,0.6,0.5,2.303,1,2.636
ru_polar_94,"Если азиат плохо видеть, может ли он щурится чтобы лучше видеть?",ru,-0.164,-0.603,0.5,0.636,2.639,1,3.008
id_polar_223,"Kemudian pada satu titik, dua belahan jiwa ini tersadar; Apakah cinta mereka akan bisa terus abadi?",id,0.652,-0.362,0.667,0.529,3.045,1,4.531
en_content_37,what is a good slogan for an Argentinian restaurant?,en,-0.094,-0.199,0.0,0.444,2.398,0,2.549
en_polar_364,"Canadian student visa, can I used for other schools?",en,-0.193,-0.034,0.333,0.667,2.485,1,3.258
id_content_144,"Pada saat itu, ia mempertanyakan apa arti MASOVU?",id,-0.449,-0.226,0.6,0.5,2.398,0,2.823
ja_polar_8,"“シャクブくん”や“池田小作”にいたっては,別のカルト団体のネタではないでしょうか。",ja,0.42,-0.273,0.0,0.45,3.296,1,3.893
ko_polar_171,과연 문학비평이 오늘날의 문제적 상황을 외면하거나 침묵해도 좋을 것인가?,ko,0.46,-1.635,0.0,0.778,2.398,1,2.001
ja_content_29,そのモサは今何をしているか。,ja,-0.616,-1.39,0.4,0.4,2.485,0,1.279
ja_polar_47,でも、リニューアルしたゲストハウス風のロビー?,ja,0.913,-1.273,0.0,0.333,2.485,1,2.458
ru_polar_44,Летал ли кто-то с такой температурой недавно?,ru,0.336,-0.603,0.6,0.429,2.197,1,2.959
ko_polar_195,정신의 어떠한 형태가 등장하고 그것들이 어떠한 연결 방식으로 잇달아 나타나는가?,ko,0.182,0.365,0.111,0.7,2.485,1,3.843
ar_content_58,أم أنها تكلفة قياسية أو تعرفة مسبقة الدفع؟,ar,-0.43,-2.095,0.0,0.556,2.398,0,0.429
ru_content_492,Кто-нибудь знает что случилось с Paper Manufacturing?,ru,-0.712,0.045,0.417,0.286,2.197,0,2.233
ar_polar_17,هل تشهد سيناء حرباً جديدة بين مصر وإسرائيل؟,ar,-0.593,0.375,0.4,0.667,2.398,1,3.247
ko_polar_25,비평의 기술방식에 따라 비평은 어떠한 방식으로 기술할 것인가?,ko,-0.326,-0.635,0.222,0.875,2.303,1,2.439
ko_content_82,그러면 임화가 말하는 인물과 환경의 조화란 과연 무엇인가?,ko,0.227,-1.467,0.333,0.75,2.303,0,2.146
en_polar_589,air asia flight attendant?,en,-0.86,-1.034,0.0,1.0,1.792,1,0.898
ar_content_49,وإذا كنا لا نريد للحوار الفلسطيني أن ينتهي لهذه النتيجة، فإن الفصائل الأثنتى عشرة ليس عليها سوى التفكير في إجابة سؤال واحد فقط هو: كيف تتحول أحرف كتابة البيانات الختامية إلى فعل حقيقي على أرض الواقع؟,ar,0.67,3.905,0.667,0.488,3.807,0,9.537
ar_content_39,"صديقة قريبة منه باغتته حين أخبرها بإشهاره إسلامه قبل أيام بقولها""حقيقي؟",ar,1.05,-1.095,0.8,0.4,3.135,0,4.29
ru_polar_130,Есть ли польза от секса в 13 лет?,ru,-0.45,0.397,0.2,0.5,2.303,1,2.95
ru_content_529,Что мне сделать если даже запахи и остались?,ru,0.24,0.045,0.5,0.375,2.303,0,3.463
ar_content_6,حتى لا يعاني شعب مصر من تأخر وصول القمح الروماني إلى موانينا؟!,ar,-0.472,-1.095,0.8,0.615,2.773,0,2.621
ru_polar_165,Нужно ли сохранять такие цветы на зиму или выбрасывать?,ru,0.086,-0.603,0.4,0.556,2.398,1,2.837
ja_polar_42,玉置氏は信者ではないのか?,ja,-0.087,-1.273,0.0,0.333,2.398,1,1.371
id_content_123,"Kenapa marah, kenapa murka?",id,-0.211,-1.226,0.3,1.0,1.946,0,1.809
ru_content_332,Вот сыллка на фрагмент этот: vm.tiktok.com/ZSxje1xw/ Какая это серия?,ru,0.705,0.045,0.0,0.333,2.485,0,3.568
fi_content_59,Oliko hän varmasti tietoinen mitä teki?,fi,-0.321,-0.743,0.2,0.5,2.079,0,1.715
en_content_219,How do I take care of my newborn baby fish?,en,0.212,-1.199,0.667,0.6,2.485,0,2.765
fi_polar_109,Pitäisikö varsinaissuomalaisia ammattioppilaitoksia yhdistää?,fi,-0.341,-0.664,0.2,0.75,1.792,1,1.737
ko_content_16,우리나라 국회의원선거가 왜 이 모양 이 꼴입니까?,ko,0.132,-1.467,0.667,0.714,2.197,0,2.243
fi_content_110,Miten oppiminen toimi valtion ja kirkon intressien välineenä?,fi,0.022,2.257,0.6,0.875,2.303,0,6.057
ar_content_20, تعني أنه لا يرتدي الملابس الخاصة بالسجن؟,ar,-0.055,-1.095,0.5,0.556,2.485,0,2.391
ko_polar_159,항상성이 곧 가이아 모델에서 예측되는 논리적인 귀결일까?,ko,0.293,-0.635,0.278,1.0,2.197,1,3.133
fi_content_133,"Kuitenkin se on jotain, mitä nainen ei tunne passaukseksi, jos asia olisi päinvastoin - miksiköhän?",fi,1.187,0.257,0.8,0.5,2.944,0,5.688
ar_content_2,"و""الوفد"" تسأل الحكومة المصرية أين الحقيقة في هذه التصريحات المعلنة يوم 16/2 الحالي من جانب إسرائيل بشأن الغاز الطبيعي؟!",ar,0.468,2.905,0.6,0.636,3.332,0,7.941
id_content_80,"Kalo Nadya sakit, siapa yang akan mengurus mereka?",id,-0.163,-1.226,0.4,0.375,2.398,0,1.784
fi_content_1,Mitä minä ihan oikeasti puhun?,fi,0.129,-0.743,0.6,0.6,1.946,0,2.532
ar_polar_12,"هل هناك في هذه ""اللحظة"" مشروع تغييري آخر في المنطقة؟",ar,1.24,-2.625,0.0,0.4,2.639,1,1.654
en_polar_310,Anyone know a release date?,en,-0.443,-1.034,0.333,0.6,1.946,1,1.402
fi_content_26,PIKKUVAIMO: Mitä sä naurat?,fi,0.213,-0.743,0.4,0.5,1.946,0,2.316
ru_content_555,Как можно узнать еще больше информации?,ru,-0.445,1.045,0.25,0.833,2.079,0,3.762
id_polar_210,"Lalu yang menjadi pertanyaan besar adalah, mungkinkah Yesus berdua-duaan dengan wanita pezina?",id,0.152,0.638,0.583,0.538,2.773,1,4.684
id_content_252,Jika elektron tidak jadi jatuh ke-pusatnya apa yang terjadi?,id,0.122,-1.226,0.6,0.444,2.398,0,2.338
en_polar_612,Want a great burger?,en,-0.193,-1.034,0.167,0.75,1.792,1,1.482
ru_content_196,Как можно купить это?,ru,-1.045,-0.955,0.25,0.75,1.792,0,0.792
ko_content_48,역사적 현실을 통해 배우지 않는다면 이론의 할 일이란 도대체 무엇이란 말인가?,ko,-0.501,1.533,0.208,0.818,2.565,0,4.623
ko_polar_164,인물값 하느라고 치맛자락에 못된 남자들 감싸고 다니다가 순결 잃은 상처 때문에 꿈을 버린 걸까?,ko,-0.117,0.365,0.278,0.786,2.773,1,4.085
fi_polar_104,"Juhlaseksiä, arkiseksiä - onko niillä eroa?",fi,0.242,-0.664,0.0,0.6,2.197,1,2.375
ru_polar_134,"Мне отправляют антидепрессант, будут ли в сдэк проверять содержимое?",ru,0.211,-0.603,0.6,0.556,2.485,1,3.249
ru_polar_16,Отмечались ли случаи заражения бешенством от белки?,ru,-0.664,0.397,0.4,0.714,2.197,1,3.044
ja_polar_37,ではJBSには“統一教会”との認識はあったということか?,ja,0.913,0.727,0.5,0.412,3.045,1,5.597
ko_content_50,그러면 무엇을 전하는 신앙인가?,ko,-0.535,-1.467,0.25,0.5,1.792,0,0.54
ko_content_72,옐친의 포고령에 대해서는 어떻게 생각하는가?,ko,-0.951,-0.467,0.333,0.8,1.946,0,1.661
ru_content_25,и самое главное для кого?,ru,-0.045,-0.955,0.0,0.2,1.946,0,1.146
ko_content_265,혹은 어떻게 해서 자신이 자기 의식임을 자각하게끔 될까?,ko,0.227,-1.467,0.222,0.625,2.303,0,1.91
ru_content_162,А как же защита персональных данных?,ru,-0.645,0.045,0.0,0.667,2.079,0,2.146
ar_content_37,لحرب شرق أوسطية؟,ar,-0.722,-3.095,0.0,0.75,1.792,0,-1.275
ja_polar_32,他だとkawara cafeくらいでしょうか?,ja,-0.212,-1.273,0.0,0.375,2.303,1,1.193
en_polar_261,Are you selling burgers up and down the east coast?,en,0.251,0.966,0.5,0.4,2.485,1,4.602
ja_polar_3,そうですか。,ja,-0.712,-2.273,0.0,0.333,1.609,1,-1.043
ru_content_612,"Кто придумал, как создали и кто поет в песне гобафон?",ru,-0.045,0.045,0.389,0.6,2.565,0,3.554
en_content_348,What's going on dude?,en,-0.844,-2.199,0.5,0.4,1.946,0,-0.197
id_content_111,"Sekarang, siapa yang menolak Partai Komunis ini?",id,-0.378,-0.226,0.4,0.571,2.303,0,2.67
fi_polar_77,"”Kuulostaa kivalta, mutta eikö tuo ole aika kallista?”",fi,1.421,-0.664,0.4,0.5,2.565,1,4.222
ko_polar_34,어떠한 계급과 어떠한 계급과의 평등이냐?,ko,-0.29,-0.635,0.056,0.8,1.946,1,1.877
id_polar_12,Dia lalu bertanya apakah negeri kita pernah berperang?,id,0.402,-0.362,0.5,0.667,2.398,1,3.605
id_content_218,Kapankah kalian bisa menang?,id,0.122,-1.226,0.4,0.4,1.946,0,1.642
ru_polar_92,Можно ли как-то сделать её чёрной?,ru,-0.564,-1.603,0.5,0.667,2.079,1,1.079
ko_content_145,그렇다면 앞으로 산업활동에 필요한 노동력의 수요와 공급은 어떤 상황이 될 것인가?,ko,0.099,1.533,0.333,0.727,2.565,0,5.257
en_content_105,"Do we have a sense for how many we can reach, how many we can't and where they are?",en,0.077,1.801,0.583,0.4,3.135,0,5.996
ja_polar_2,"貴市および貴財団では,本申入にかかる事実が判っても,今後もAPTFによる使用を許可し続けるのですか。",ja,0.681,1.727,0.2,0.517,3.497,1,6.622
ja_polar_49,地区予選で敗者復活戦に回った雪辱を果たせるか。,ja,-0.462,0.727,0.5,0.615,2.708,1,4.088
fi_content_113,Mihin niitä kelaatteja sitten käytetään?,fi,-0.121,-0.743,0.6,0.6,1.946,0,2.282
ko_polar_51,헌법상 권한대행은 대통령 유고시 최고회의가 결정하는 것 아닌가?,ko,0.103,0.365,0.667,1.0,2.303,1,4.438
ko_polar_82,난 정말로 그 애매모호한 한계를 넘어선 마땅한 범법자가 되고 만 것일까?,ko,0.36,0.365,0.167,0.727,2.565,1,4.184
en_polar_84,Name of specific Hibachi restaurant in Chicago?,en,-0.027,-0.034,0.0,0.714,2.197,1,2.85
ja_content_27,皆さんもインドアエンタメを楽しむ際のお供に、いかがですか?,ja,-0.179,1.61,0.2,0.6,2.89,0,5.121
ja_polar_38,"特に個人ページに関して言えば,今後ユビキタス社会が進んでいけば,リアルの世界の行動タイムラインに集約されていくんじゃないでしょうか。",ja,0.97,0.727,0.542,0.5,3.638,1,6.377
ru_content_458,Есть идеи как поймать ее?,ru,-0.795,0.045,0.25,0.8,1.946,0,2.246
ko_polar_116,현재생활을 영위해나가는 데 있어서 통 반장으로부터 주민들이 어떠한 도움을 받고 있는가?,ko,0.16,-0.635,0.333,0.818,2.565,1,3.241
ar_content_29,فهل يستطيع شيراك اقناع بوش بضرورة التحرك وممارسة الضغوط المطلوبة، لكي توافق اسرائيل على تطبيق توصيات لجنة ميتشل الأميركية؟,ar,-0.389,3.905,0.6,0.591,3.219,0,7.926
en_content_331,"Hmmm, she says, Then why are you calling here, we don't go past broad?",en,0.656,-0.199,0.222,0.467,2.996,0,4.142
ja_content_9,民間に運営を任せてはいかがでしょうか。,ja,-0.505,-0.39,0.8,0.4,2.485,0,2.79
ru_polar_63,Будут ли трудности поездкой?,ru,-0.831,-2.603,0.0,0.5,1.792,1,-1.142
en_content_177,What are you doing to the least of the people?,en,-0.344,-0.199,0.5,0.3,2.485,0,2.742
ar_polar_13,"هل لا تزال ""الوطنية العربية"" قادرة على الخروج من رجعيتها الحالية كمجرد قوة دفاع عن اوضاع قائمة مفلسة... لكي يكون ممكنا مواجهة السياسة الاميركية بما هو قادر على كسر وحدانية مشروعها التغييري؟",ar,0.193,3.375,0.8,0.472,3.761,1,8.601
en_content_59,Which airlines should I look into and when should I buy my ticket?,en,0.156,-0.199,0.583,0.385,2.708,0,3.633
id_content_228,Mengapa engkau lari diam-diam dan mengakali aku?,id,-0.378,-1.226,0.6,0.571,2.197,0,1.764
ru_polar_54,Обязаны ли меня поселить по ксероксу?,ru,-0.564,-0.603,0.4,0.5,2.079,1,1.812
fi_polar_14,"Ovatko naiset siis todella mustasukkaisia toisistaan, vaan yrittävätkö he vain selvitä kuolaavien käpyaivojensa kanssa minimaalisella häpeän määrällä?",fi,0.117,1.336,0.4,0.706,2.996,1,5.555
ja_polar_10,"では,霊芝は免疫システムの病気であるリューマチにもよいのでしょうか?",ja,0.726,0.727,0.0,0.412,2.996,1,4.861
ko_polar_142,아니라면 애초부터 한국 역사의 독자성을 처음부터 무시할 목적으로 위와 같은 잘못을 범한 것인가?,ko,0.543,1.365,0.389,0.846,2.708,1,5.851
ja_polar_45,本気で譲ってほしいという人はいるのかしらん?,ja,-0.394,0.727,0.5,0.417,2.639,1,3.889
ko_polar_24,세계 각국이 간통죄를 없앤다고 우리마저 그래서 되겠습니까?,ko,-0.54,-0.635,0.333,0.857,2.197,1,2.212
ar_polar_20,هل بات حقهم الإلهي بارتداء عباءة أفضل فريقٍ في العالم غير مضمون؟,ar,1.907,1.375,0.6,0.643,2.773,1,7.298
ko_polar_123,당신도 잘 알지 않는가?,ko,-0.707,-2.635,0.333,0.75,1.792,1,-0.467
ar_content_22, كيف تنظر إلى صدام حسين؟,ar,-0.305,-3.095,0.4,0.2,2.079,0,-0.721
ja_content_21,具体的には、どのようなことが行われるのか。,ja,0.023,-0.39,0.8,0.308,2.773,0,3.514
en_content_298,what are you having problems with?,en,0.256,-0.199,0.333,0.333,2.079,0,2.802
fi_polar_69,Voiko äiti olla omin päin ottanut sen käyttöönsä?,fi,0.564,-0.664,0.8,0.625,2.303,1,3.628
id_polar_213,Konstankah interval PR?,id,-0.765,-1.362,0.0,0.75,1.792,1,0.415
ko_content_174,그러나 누가 아리스토텔레스와 엠페도클레스를 의심했겠는가?,ko,0.299,-1.467,0.5,0.4,1.946,0,1.678
ko_content_42,소위 남한의 PDR이란 무엇인가?,ko,-0.535,-1.467,0.333,1.0,1.792,0,1.123
id_content_6,"Bagaimana nasib Maya, Naomy dan Ryan?",id,-0.078,-0.226,0.0,0.833,2.197,0,2.726
ar_polar_9, هل ستشارك الأمم المتحدة في محاكمات صدام حسين وبقية أعضاء النظام السابق؟,ar,-0.631,1.375,0.6,0.571,2.833,1,4.748
en_content_395,whose better looking ?,en,-0.344,-2.199,0.0,0.5,1.792,0,-0.251
ko_content_107,그러면 이들은 왜 관광을 하는가?,ko,0.299,-2.467,0.667,0.6,1.946,0,1.045
ko_content_78,그러나 우리에게 뻬레스트로이카와 자유는 누가 주었는가?,ko,0.599,-1.467,0.667,0.5,2.079,0,2.378
ru_content_132,"Почему считаете, что молока стало меньше и малыш не наедается?",ru,0.177,0.045,0.5,0.6,2.565,0,3.887
fi_content_89,Kuka oli Ison-Britannian kuningatar Viktorian aviomies?,fi,-0.321,1.257,0.0,0.667,2.079,0,3.682
ko_content_125,그러면 이 두 게임에서 장종훈 선수의 타율은 얼마일까?,ko,0.227,-0.467,0.5,0.625,2.303,0,3.188
id_polar_209,Ingin menikmati foto di layar yang lebih besar?,id,-0.527,0.638,0.167,0.625,2.303,1,3.206
ja_polar_11,天ざるではちょっと多いかな?,ja,-0.497,-1.273,0.0,0.5,2.303,1,1.033
ja_content_8,これ以上何を望むというのか?,ja,-0.769,-0.39,0.6,0.333,2.398,0,2.172
en_content_398,how can you get wifi anywhere 24/7 on your apple ipod 8gb?,en,0.887,-1.199,1.0,0.5,2.833,0,4.021
ja_polar_17,仕事では孤独、プライベートは意外と華やかということか。,ja,-0.045,0.727,0.0,0.538,2.773,1,3.993
ko_polar_182,오너르 콜린스 하버 쪽으로 간 펭귄들이 그렇게 남아있는 무리인가?,ko,-0.415,1.365,0.222,0.889,2.398,1,4.459
ja_polar_14,こんなことできない?,ja,-1.212,-1.273,0.25,0.5,1.792,1,0.057
ru_polar_91,Есть ли еще грибы в лесу?,ru,-0.564,-0.603,0.4,0.667,2.079,1,1.979
fi_polar_107,– Etkö usko?,fi,-1.008,-1.664,0.0,0.5,1.609,1,-0.563
ru_content_111,А что вы могли бы посоветовать для нормализации стула?,ru,-0.17,0.045,0.417,0.444,2.398,0,3.134
id_content_188,Mengapa Ibu Pertiwi belum juga bisa menjadi mercusuar dunia?,id,0.622,-1.226,1.0,0.778,2.398,0,3.572
ru_content_544,Что привлекает в Ученом как в человеке каждую из них?,ru,0.288,0.045,0.667,0.3,2.485,0,3.785
ar_content_47,وإذا كان الدولار قد انخفض بنسبة 20% مقابل العملات الأوروبية الأخرى وخاصة اليورو والإسترليني فإن السؤال الذي يدور الآن ما أثر هذا الانخفاض على السوق المصري؟,ar,1.009,1.905,0.467,0.531,3.526,0,7.438
en_content_251,What are good places to eat brunch at? ?,en,-0.63,-1.199,0.5,0.5,2.398,0,1.569
ja_polar_33,スポーツを頑張っている子供たちにランクをつけるような言動ができるのでしょうか?,ja,-0.434,2.727,0.438,0.474,3.045,1,6.25
ja_content_10,その審査ではどのような資料と基準で許可されたのでしょうか。,ja,0.136,0.61,0.8,0.278,2.996,0,4.82
ja_content_40,党内のどこに歴史的正当性があるのだろうか？,ja,0.19,-0.39,0.8,0.385,2.708,0,3.693
en_polar_474,Did your vet take radiographs (x-rays)?,en,-0.193,-0.034,0.333,0.714,2.485,1,3.305
en_polar_463,Is there any tricks I could use?,en,-0.36,-0.034,0.25,0.429,2.197,1,2.482
ko_polar_150,시간에 종말이 있을 수 있을까?,ko,-0.79,-1.635,0.0,1.0,1.946,1,0.521
ru_content_85,"""Что с тобой случится?— сказали ему.",ru,-0.245,-0.955,0.333,0.333,2.398,0,1.864
ko_content_212,가이아 모델은 어떤 점에서 이제까지의 생물 지구 화학적 모델들과 다를까?,ko,0.576,-0.467,0.0,0.9,2.485,0,3.494
id_content_220,"Allahku, Allahku, mengapa Engkau meninggalkan aku?",id,0.837,-1.226,1.0,0.5,2.485,0,3.596
ja_content_25,"どういう人のどういう夢かはさておき,夢の中に出てくる寺社って,こんな感じなんじゃないだろうか?",ja,-0.009,1.61,0.2,0.481,3.434,0,5.716
id_polar_96,"Bukankah kami ini dianggapnya sebagai orang asing, karena ia telah menjual kami?",id,0.209,-1.362,0.667,0.286,2.833,1,2.633
en_polar_454,"a degu, a rat, a mouse, a hamster or a guinea pig?",en,1.534,-1.034,0.0,0.5,2.833,1,3.833
en_content_358,Is this how your clients usually evaluate these properties?,en,-0.594,-0.199,0.5,0.556,2.398,0,2.661
ru_content_478,Единственными насущными вопросами были: как противостоять влиянию ночи?,ru,-0.474,0.045,0.333,0.875,2.398,0,3.177
en_polar_110,Does this reappropriation lead to or originate from the same place?,en,-0.093,-1.034,0.5,0.455,2.565,1,2.393
ru_polar_83,"Рост 168 см, какой размер свитшота будет выбрать правильнее, и подойдёт ли размер 44/46 RUS?",ru,-0.093,1.397,0.4,0.533,2.944,1,5.181
fi_content_60,Miksi hän käveli taas?,fi,-0.787,-1.743,0.6,0.75,1.792,0,0.612
fi_polar_111,"”Voisiko vaimosi paremmin jos pyytäisit tätä lupaa tai kertoisit, että harrastat seksiä toisen naisen kanssa?",fi,-0.15,2.336,0.55,0.6,2.944,1,6.28
fi_content_68,- Keitä te olette ja miksi tungette tänne iltamyöhällä?,fi,-0.121,-0.743,0.8,0.5,2.398,0,2.834
id_polar_127,"Hei, Jack tidak selalu kalah oleh Wilson kan?",id,0.33,-1.362,1.0,0.5,2.398,1,2.866
en_polar_497,3. Is there too much mineral in the water?,en,-0.318,-0.034,0.5,0.556,2.485,1,3.189
en_content_165,How are you making out on the revised version of the LOC?,en,-0.162,-0.199,0.333,0.417,2.639,0,3.028
fi_polar_86,Söivätkö ritarit muuta kuin lihaa?,fi,-0.508,0.336,0.4,0.6,1.946,1,2.774
