unique_id,text,language,avg_links_len,avg_max_depth,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
ja_polar_52,"“鶴”は統一教会教祖・文鮮明の妻,韓鶴子が由来か。",ja,0.86,0.727,0.0,0.667,2.996,1,5.25
fi_polar_27,Olenko minä se väärin pukeutunut?,fi,0.492,-1.664,0.8,0.4,1.946,1,1.974
ja_content_16,日中間の首脳会談や、民間交流でも停止しているものがあるが、どう手をつけていくのか,ja,-0.354,3.61,0.4,0.538,3.367,0,7.561
ru_content_505,Что может быть причиной этого и как исправить?,ru,-0.045,-0.955,0.417,0.5,2.303,0,2.22
en_polar_567,Have you had any knowledgement about pearl pigment.?,en,-0.479,-0.034,0.333,0.5,2.303,1,2.623
id_content_141,Apa yang terjadi jika Yellowstone meletus?,id,-0.078,-0.226,0.4,0.5,2.079,0,2.675
ru_polar_131,Готов ли организм девочки к сексу в таком возрасте?,ru,-0.164,-0.603,0.0,0.556,2.398,1,2.187
ko_content_13,"언제 어떤 암초에 걸릴는지 모르는데, 누가 안개 자욱한 바다를 향해하려 하겠습니까?",ko,-0.201,0.533,0.25,0.636,2.639,0,3.857
fi_content_93,Ei kai kukaan kaipaa sinne takaisin?,fi,-0.321,-0.743,0.6,0.667,2.079,0,2.282
ru_polar_142,"И правилен ли перевод предложения ""Я бегу на помощь подруге""?",ru,-0.164,-0.603,0.6,0.6,2.639,1,3.072
ko_content_245,이런 상태에서 어떻게 노동자들이 기업의 주인된 자세로 일을 할 수가 있다는 말인가?,ko,0.435,0.533,0.333,0.917,2.639,0,4.857
ru_polar_5,Есть ли крыша над головой?,ru,-0.664,-0.603,0.4,0.6,1.946,1,1.679
ko_polar_11,우리 정부의 능력으로는 도저히 할 수 없는 일도 해낼 수 있다고 말도 안되는 헛소리를 하는 사람이 대통령이 돼서 되겠습니까?,ko,-0.207,4.365,0.25,0.895,3.045,1,8.348
id_polar_238,Akankah dia menemukan kebahagiaan yang selama ini dia dambakan?,id,0.346,-0.362,0.583,0.3,2.485,1,3.352
ru_polar_93,"Можно ли в The division начать дополнение ""выживание"" без прохождения компании?",ru,-0.064,-0.603,0.5,0.545,2.708,1,3.086
ko_content_52,우리는 어떤 근거에서 그들을 광신이라고 말할 수 있는가?,ko,-0.201,-0.467,0.278,0.75,2.303,0,2.663
fi_polar_45,- Piilotitko veneen hyvin?  Juho kysyi.,fi,0.242,-0.664,0.4,1.0,2.197,1,3.175
ja_content_2,"飲んで頭痛とか出たら,どうしたらいいんですか?",ja,-0.163,-0.39,0.467,0.357,2.833,0,3.104
ja_polar_19,私を犯罪の構成要件を満たす刑法犯として告発するために110番通報したんじゃなかったのか?,ja,0.603,2.727,0.833,0.321,3.401,1,7.885
en_content_195,Blue Planet: Who's afraid of Big Bad Wolf?,en,-0.094,-0.199,0.0,0.667,2.485,0,2.859
fi_polar_17,PIKKUVAIMO: Saadaanko sitten varmasti pronssia?,fi,-0.008,-0.664,0.6,1.0,2.079,1,3.007
ru_content_371,"Вот теперь, спустя ещё месяц стояния в шкафу, мне стало интересно: ""А что собственно за субстанция у меня поселилась?""",ru,0.955,2.045,0.5,0.526,3.258,0,7.284
id_content_10,Bagaimana manusia sebagai individu dapat masuk ke dalam suatu hubungan dengan Allah?,id,0.486,-0.226,0.6,0.5,2.639,0,3.999
fi_content_122,"Kuka niihin pystyy vaikuttamaan, jos ei ministeri?",fi,-0.287,-0.743,0.4,0.571,2.303,0,2.244
ru_content_359,Что это за фигня?,ru,-0.045,-1.955,0.0,0.25,1.792,0,0.042
id_polar_235,"Bisakah Superboy mendapati cinta, menyembuhkan penyakit adiknya dan sekaligus menyelamatkan jakarta dari kejahatan?",id,-0.17,0.638,0.556,0.667,2.89,1,4.581
ja_polar_9,警察は摘発しないのか?,ja,-0.045,-1.273,0.75,0.286,2.197,1,1.915
ru_polar_75,"Хочу поменять его на что-то чёрное, стоит ли?",ru,-0.021,-0.603,0.333,0.5,2.398,1,2.607
id_content_223,"Berapa perkiraan omzet penjualan dari seorang marketing yang memiliki pengalaman kerjanya 3,5 tahun?",id,-0.185,1.774,0.4,0.643,2.773,0,5.405
fi_content_12,Miten sitten saavuttaisimme tämän seksuaalisen itseluottamuksen?,fi,-0.321,-0.743,0.6,0.833,2.079,0,2.448
fi_polar_44,- Eikö se ole selvää?  parrakas ryöväri ärähti.,fi,-0.008,0.336,0.2,0.571,2.398,1,3.497
id_polar_261,"Lagi apakah sangkut pautmu dengan Aku, hai Tirus dan Sidon dan seluruh wilayah Filistin?",id,0.102,-0.362,0.0,0.5,2.944,1,3.184
id_polar_51,"Iye, wah foto kopian-ku, mau kalian lihat saya?",id,-0.098,-0.362,0.5,0.333,2.565,1,2.938
fi_content_19,Kuinka se on mahdollista?,fi,-0.121,-1.743,0.0,0.5,1.792,0,0.428
ru_polar_24,Так можно ли это все назвать аллергией?,ru,-0.498,-0.603,0.5,0.571,2.197,1,2.167
ko_polar_45,종교에 삼위일체가 있고 우주 구성에도 삼계가 있는가 하면 불교에서는 삼세의 인연을 말하고 있지 않습니까?,ko,0.114,0.365,0.333,0.714,2.773,1,4.299
ja_content_6,これがどれだけすごいことなのか。,ja,-0.519,-0.39,0.0,0.222,2.398,0,1.711
id_content_107,Maka bagaimana sebuah sistem prosesor tunggal dapat menjalankan multi-proses?,id,0.872,-0.226,0.8,0.667,2.398,0,4.511
ko_polar_152,우리가 그릇된 결론을 끌어내도록 결정할 수도 있지 않을까?,ko,-0.469,-0.635,0.167,0.625,2.303,1,1.991
ru_content_311,Чем опасны волны на море в Австралии?,ru,-0.545,0.045,0.0,0.571,2.197,0,2.268
ru_polar_124,Можно ли писать знак корня над интегралом?,ru,-0.498,-0.603,0.4,0.714,2.197,1,2.21
ru_content_516,Подскажите как называется эта модель кроссовок adidas?,ru,-0.712,1.045,0.25,0.714,2.197,0,3.494
ru_content_684,Что это и как от него избавиться?,ru,0.621,0.045,0.5,0.286,2.197,0,3.649
ko_content_209,도대체 어떻게 박테리아와 나무와 동물들이 적절한 환경 조건을 결정하기 위하여 회의를 개최할 수 있겠는가?,ko,1.106,0.533,0.389,0.714,2.773,0,5.515
ko_polar_88,혹은 철학이 종교의 일종인가?,ko,-0.04,-2.635,0.5,0.75,1.792,1,0.367
ko_polar_3,자녀를 위해서 젖은 앞치마로 반평생을 사시지 않았느냐?,ko,-0.374,-1.635,0.25,0.714,2.197,1,1.152
en_polar_455,Royal Caribbean or Carnival cruise?,en,-0.443,-0.034,0.0,0.8,1.946,1,2.269
fi_polar_50,Onko tämän asian tiimoilta tullut teille valituksia?,fi,-0.174,-0.664,0.6,0.429,2.197,1,2.388
en_polar_33,Could you run those additional post-id's?,en,0.64,-1.034,0.333,0.571,2.303,1,2.813
ko_content_61,깔끔하고 말쑥한 동화의 차림새는 무엇보다도 소년 소녀들의 마음의 빛이요 모습이라고 생각되지 않는지요?,ko,0.071,-0.467,0.167,0.667,2.639,0,3.077
ar_content_43,إذا وصفوني بالخيانة فهل تستبعد أن أقول إنهم جهلاء؟,ar,-0.139,-2.095,0.6,0.308,2.708,0,1.382
ko_content_100,"특히 노자의 사상은 다른 무엇보다도 우선 ""도의 가르침"" 이 아닌가?",ko,2.354,-1.467,0.333,0.9,2.639,0,4.759
en_content_269,What do you think of these photos?,en,-0.344,-1.199,0.5,0.286,2.197,0,1.44
ru_content_64,— Что?— глухо в подушку отозвался он.,ru,0.355,0.045,0.5,0.5,2.398,0,3.798
ko_content_56,동물이 소년 소녀의 성장과 무슨 직접적인 관계가 있겠습니까?,ko,0.513,-0.467,0.0,0.75,2.303,0,3.099
ru_content_51,А что для вас настоящее счастье?,ru,0.555,-0.955,0.0,0.333,2.079,0,2.012
en_polar_347,Is there any cure for mouse poison?,en,-0.36,-0.034,0.333,0.571,2.197,1,2.707
ko_content_33,도시의 경관을 도시의 얼굴이라고 한다면 눈빛에 해당하는 것은 무엇일까?,ko,-0.701,0.533,0.25,0.778,2.398,0,3.258
fi_polar_21,Oliko Helsingissä tehty päätös sittenkin hätiköity?,fi,-0.008,0.336,0.4,0.833,2.079,1,3.64
ko_content_264,의식이란 어떻게 해서 자기 의식이 될까?,ko,0.199,-1.467,0.25,0.667,2.079,0,1.728
ja_polar_12,日本の高野山カフェや坊主バーは大丈夫でしょうか。,ja,-0.484,0.727,0.0,0.583,2.639,1,3.465
ko_content_152,이 이상한 생물체가 찾고 싶어하는 게 어떤 성운입니까?,ko,-0.773,0.533,0.133,0.875,2.303,0,3.071
ru_content_178,Солнце и море - что ещё надо для хорошего настроения?,ru,0.205,0.045,0.5,0.667,2.485,0,3.902
fi_content_134,Miten saada nainen nauttimaan arkiseksistä?,fi,-0.871,-0.743,0.4,1.0,1.946,0,1.732
id_polar_208,Berhasilkah Ali memperjuangkan rasa cintanya kepada Jamilah?,id,-0.321,0.638,0.417,0.6,2.485,1,3.819
id_content_158,Indy bilang ada apa mereka menyuruhnya datang?,id,-0.592,0.774,0.3,0.625,2.303,0,3.41
ko_content_202,도대체 어떻게 우리들은 이처럼 자연스럽게 가이아의 한 부분으로 동화될 수 있을까?,ko,0.999,-1.467,1.0,0.636,2.565,0,3.733
fi_polar_63,Vieläkö Bosniaan pystyy antamaan avustusta?,fi,-0.508,-0.664,0.4,1.0,1.946,1,2.174
ar_content_62,"وماذا عن الأحزاب في ماذا, في الحقوق التاريخية؟",ar,-0.305,-2.095,0.0,0.333,2.485,0,0.418
ru_polar_18,Используете ли пустышку?,ru,-0.664,-2.603,0.4,0.667,1.609,1,-0.591
ko_polar_122,온 세계가 나의 것이 아니냐?,ko,-0.54,-1.635,0.0,0.8,1.946,1,0.571
en_polar_341,my new OLYMPUS X940 DIGITAL CAMERA...?,en,0.807,-2.034,0.0,0.833,2.197,1,1.803
ko_content_232,돈키호테의 판단 착오는 어디에서 연유한 것일까?,ko,-0.801,-1.467,0.25,1.0,2.079,0,1.061
id_polar_245,Apa juga yang akan terjadi dengan perseteruan keluarga mereka?,id,-0.223,0.638,0.5,0.444,2.398,1,3.757
ko_polar_17,우리 사회의 안녕과 질서를 지키기 위해서 부름을 받고 존재하야 하는 경찰이 이래서 되겠습니까?,ko,-0.457,5.365,0.222,0.538,2.708,1,8.376
ar_polar_1,هل دفعت الخلافات العائلية الشيخ إلى الانتحار؟,ar,-0.093,-2.625,0.8,0.714,2.197,1,0.993
ar_content_57,وماذا عن وضع أستراليا؟,ar,-0.805,-3.095,0.0,0.4,1.946,0,-1.554
fi_polar_117,"""Eikö sinustakin?"" kysyit kolme vuotta sitten.",fi,-0.208,0.336,0.3,0.5,2.398,1,3.326
en_polar_569,cos ill be going to baguio alone and i have tight?,en,0.17,-1.034,0.667,0.417,2.639,1,2.859
ar_content_61,ما هي القيود التي من شأنها منع التعبير عن المعتقدات الدينية في الشركات الخاصة؟,ar,-0.27,-0.095,0.0,0.533,2.833,0,3.001
ru_polar_113,Законно ли то что они мне прислали?,ru,0.002,-0.603,0.6,0.286,2.197,1,2.482
fi_content_46,"Miksi pitää kiinni kenestäkään, kun myöhemmin pakotetaan kuitenkin päästämään irti?",fi,-0.232,0.257,0.6,0.8,2.565,0,3.99
ja_polar_29,関西ではスタンダードな部類の味ではないでしょうか。,ja,0.205,-0.273,0.0,0.308,2.708,1,2.948
id_polar_262,Dan apakah lagi yang harus aku sebut?,id,1.33,-1.362,0.833,0.375,2.303,1,3.479
fi_polar_105,"Onko arkiseksi nopea tyydytys ennen nukkumaanmenoa, tai nopea tyydytys ennen ylösnousua aamulla?",fi,-0.008,0.336,0.0,0.667,2.708,1,3.703
ja_polar_7,1議席で連立するか?,ja,-0.812,-1.273,0.5,0.333,2.079,1,0.827
id_polar_187,"apakah artinya tidak beroperasi hari sabtu, minggu / libur?",id,-0.098,0.638,0.333,0.7,2.639,1,4.212
ko_content_17,우리가 돌보지 아니하면 누가 돌보겠습니까?,ko,-0.701,-1.467,0.333,0.4,1.946,0,0.511
ja_polar_55,"まさか松田氏は,男性が倒れる前から消防に通報していたとでもいうつもりだったのでしょうか。",ja,1.748,2.727,0.562,0.423,3.367,1,8.827
en_content_185,You who like the tough talk of Tough on Crime?,en,-0.677,1.801,0.333,0.5,2.485,0,4.442
ar_polar_21,هل المسلسل الثاني ناجحٌ حتى الآن؟,ar,-0.293,-2.625,0.0,0.667,2.079,1,-0.172
ja_polar_0,そんなことで許されるのでしょうか?,ja,-0.497,-1.273,0.75,0.25,2.303,1,1.533
en_content_300,I have tryed to give him water but he wont take it.. what should i do?,en,0.781,-1.199,0.542,0.294,2.996,0,3.414
ru_content_591,И что со всем этим делать?,ru,0.555,-0.955,0.5,0.167,2.079,0,2.346
ko_polar_154,그리스어로 대지의 여신을 의미하는 이 말보다 적절한 용어가 과연 있을 수 있을까?,ko,-0.677,2.365,0.25,1.0,2.639,1,5.577
ar_content_53,وكم عدد جنود الجيش المصري الذين ساهموا في تحرير الكويت؟,ar,-0.655,0.905,0.4,0.636,2.565,0,3.851
ar_content_55,فأين ذلك كله مما تعانيه البشرية اليوم من ويلات وحروب؟..,ar,-0.209,0.905,1.0,0.357,2.89,0,4.943
en_polar_159,it's did you watch your girl on tv last night?,en,0.007,-1.034,0.833,0.455,2.565,1,2.826
ar_content_52,وكم عدد العمال المصريين الذين ساهموا في بناء الكويت وتعميرها فتحولت من صحراء جرداء إلى ما هي عليه الآن؟,ar,0.032,1.905,0.5,0.458,3.258,0,6.153
ja_content_13,いったいどんな話になったのでしょうか。,ja,-0.394,-1.39,0.8,0.333,2.398,0,1.747
id_polar_169,Kakak perempuan yang manis dan baik hati?,id,-0.432,0.638,0.0,0.714,2.197,1,3.117
fi_polar_66,"Onko henkilöstä annettu etsintäkuulutus, koska hänellä on laiton ase?",fi,-0.258,0.336,0.8,0.556,2.485,1,3.919
fi_polar_93,Onko kaikki se odottaminen sitten tarpeellista?,fi,0.192,-0.664,0.0,0.5,2.079,1,2.107
ar_content_59,من أين تستمد كل هذه الطاقة؟ أو ذلك الصوت الذي يخرج قوياً بحيث يحدث موجة صادمة؟,ar,-0.243,0.905,0.467,0.529,2.996,0,4.654
id_content_27,Apa yang herus dilakukan Winnie?,id,-0.128,-1.226,0.6,0.6,1.946,0,1.792
fi_content_119,"Kuinka sitten tiedät, onko sinut bannattu?",fi,-0.121,-0.743,0.5,0.667,2.197,0,2.5
fi_content_36,"Miksi minun täytyi elää kylmyydessä, miksi minä en koskaan edes elänyt?",fi,0.879,-0.743,0.8,0.636,2.639,0,4.211
ja_polar_22,今後もこの教団に所属していたいですか?,ja,0.425,-1.273,0.5,0.333,2.639,1,2.624
ja_content_3,また、目標についてどんなイメージをお持ちでしょうか。,ja,0.424,-0.39,0.5,0.417,2.708,0,3.659
ru_polar_173,"Правда ли то, что если мужчина не готов бесцельно тратить свои жизненные силы и ресурсы на паразитов, женщинам для отношений он будет не интересен?",ru,2.401,3.397,0.6,0.5,3.332,1,10.23
fi_polar_43,– Semmoisen paperisenko?,fi,-1.008,-1.664,0.0,1.0,1.609,1,-0.063
fi_content_28,Mikä on puheenjohtajavaltio Alankomaiden strategia?,fi,-0.371,0.257,0.0,0.6,1.946,0,2.432
en_polar_389,my Tom cat will not eat meat just the juice in the can.?,en,-0.277,-0.034,0.667,0.538,2.708,1,3.602
ko_polar_160,도도하던 보옥의 자존심을 무참히 까뭉갰다는 우월감 때문이었을까?,ko,-0.707,0.365,0.167,1.0,2.197,1,3.022
id_polar_143,"Beliau bertanya lagi, ``Maukah ku tuliskan surat untukmu kepada gubernur Kuffah agar melayanimu?",id,-0.032,0.638,0.5,0.438,2.996,1,4.54
ja_content_23,じゃあ次はどうなるのか?,ja,-0.394,-1.39,1.0,0.429,2.197,0,1.842
en_polar_478,Have I just fallen victim in a cultural trap?,en,0.057,-1.034,0.667,0.556,2.398,1,2.644
ko_polar_92,그렇다면 어음도 자금이라고 할 수 있을까?,ko,-0.64,-0.635,0.333,0.833,2.079,1,1.97
id_polar_118,"Masakan Aku membiarkan engkau seperti Adma, membuat engkau seperti Zeboim?",id,-0.098,-0.362,0.583,0.5,2.565,1,3.188
ar_polar_5, هل تم تعيين القضاة؟,ar,-1.093,-2.625,0.4,0.75,1.946,1,-0.622
ru_polar_103,"Есть ли в сети полноценная статья, где указывается, что можно?",ru,-0.053,0.397,0.4,0.7,2.639,1,4.083
ko_content_223,그런데 청초한 백합처럼 신성하게 보이는 까닭은 무엇 때문일까?,ko,-0.059,0.533,0.278,0.625,2.303,0,3.68
en_polar_526,I personally provided the request on four separate occasions and they claim there is a glitch in their systems ?,en,0.14,1.966,0.556,0.474,3.045,1,6.181
fi_polar_102,"Olisiko se, että itse tulee sinne peiton alle, kainaloon, vain alusvaatteisillaan?",fi,0.392,1.336,0.5,0.727,2.773,1,5.728
ar_polar_8, هل تتوقع أن يحكم صدام حسين بالإعدام؟,ar,-0.379,-1.625,0.4,0.25,2.398,1,1.044
ko_content_99,그렇다면 대체 노자의 진짜 성은 무엇이었을까?,ko,0.399,-1.467,0.5,0.833,2.079,0,2.344
ja_polar_26,思わずつまんでみたくなるぷっくり出たおなか。,ja,0.01,-0.273,0.25,0.6,2.485,1,3.072
ja_content_5,ぜひ立ち寄ってみてはいかがでしょうか?,ja,-0.144,-0.39,0.4,0.444,2.398,0,2.708
id_polar_88,Apakah kita semua harus berbalik dan semuanya mendengarkan dia?,id,0.102,-0.362,0.5,0.273,2.565,1,3.078
en_content_352,"Your father never listens to me, what can I say?",en,-0.122,-1.199,0.5,0.4,2.565,0,2.144
id_content_33,"Maka kata Pak Belalang, dari mana datang dan apakah hajat?",id,0.222,-0.226,0.5,0.545,2.639,0,3.68
ko_polar_33,하지만 이러한 사실이 사회주의적 과제를 민주주의 혁명의 과제로 혼동하거나 종속시킬 수 있는 논고가 될 여지는 조금도 없지 않은가?,ko,0.607,3.365,0.167,0.833,2.996,1,7.968
id_polar_258,Alternatif apa lagi selain itu?,id,0.402,-2.362,0.0,0.4,1.946,1,0.386
fi_content_17,"Miksi tyydymme vähään ja odotamme, että se paranisi itsestään sitten joskus?",fi,-0.321,1.257,0.6,0.727,2.639,0,4.902
ar_polar_14,"ولولا قوة شخصية الريحاني، وفرضه نفسه ""بطريركا"" على وسطه وبيئته، لكان غرق في تفاهات الناس العاديين الذين خشيهم جبران (وهو على حق) في رسالته الى ذلك الـ ""منصور"" صديقه (هل من يعرف من هو؟).",ar,1.351,5.375,0.55,0.348,4.078,1,11.702
id_polar_178,"Pergilah masak segera, apa digaduhkan masak nasi ransom?",id,-0.348,-0.362,0.333,0.778,2.485,1,2.886
ko_polar_79,하나의 중국을 인정하기로 했는가?,ko,-1.04,-0.635,0.167,0.75,1.792,1,1.034
id_content_266,Siapa namanya dan siapa nama anaknya?,id,-0.449,0.774,0.0,0.375,2.303,0,3.003
fi_content_14,Miksi emme pidä seksuaalielämäämme usein kovinkaan hyvänä?,fi,-0.287,-0.743,0.8,0.857,2.197,0,2.824
en_polar_393,NOOK Color or NOOK Tablet?,en,-0.443,-1.034,0.0,0.8,1.946,1,1.269
ru_content_32,А сейчас что?,ru,-0.545,-1.955,0.0,0.333,1.609,0,-0.558
ru_polar_106,Можно ли копать чермет с металлоискателем не нарушая закон?,ru,-0.414,0.397,0.4,0.667,2.398,1,3.448
ja_content_12,ではどのような行動によって「細かい男」だと思われるのでしょうか。,ja,0.783,-0.39,0.5,0.333,3.091,0,4.317
ru_content_79,— Что?— Петино лицо показалось из-за журнала.,ru,-0.045,0.045,0.333,0.667,2.398,0,3.398
ko_content_233,신나는 혁명 권력을 장악한 볼셰비키는 그것으로 무슨 일을 하였던가?,ko,-0.451,0.533,0.222,0.889,2.398,0,3.591
fi_polar_114,Ratkaiseeko puitesopimus kaikki ongelmat?,fi,-0.341,-0.664,0.4,0.75,1.792,1,1.937
ko_content_135,해보지도 않고 시합에 이겼다는 주장이 대체 어디 있니?,ko,-0.059,0.533,0.167,0.625,2.303,0,3.569
ko_content_153,왜 금권선거가 한국선거의 특징이 되겠는가?,ko,0.049,-1.467,0.5,1.0,1.946,0,2.028
fi_content_67,Mitä muuta tänne ruotsinpuolelle kuuluu?,fi,-0.621,-0.743,0.4,0.6,1.946,0,1.582
ja_content_38,警官は私に作者Günter de Bruynを知っているか？同業者なのか？と、極めて言葉少なに質問した。,ja,1.731,0.61,0.467,0.48,3.401,0,6.689
ru_polar_117,Сюда же вопрос: часто ли машинисты переходят с работы на пассажирском поезде к работе на грузовом и наоборот?,ru,-0.047,2.397,0.8,0.611,3.045,1,6.806
ko_content_206,그런데 우리들은 왜 지구와 지구의 생물들을 함께 다루어야만 할까?,ko,1.174,-0.467,0.0,0.556,2.398,0,3.661
ar_content_12, أين سيكون مقر المحكمة؟,ar,-0.805,-3.095,0.4,0.6,2.079,0,-0.821
ja_polar_59,って言ってる年齢不詳?,ja,-0.712,-1.273,0.25,0.6,1.946,1,0.811
ko_content_30,그런데 여러분은 과연 어느 편에 속한 사람입니까?,ko,0.465,-0.467,0.333,0.571,2.197,0,3.099
fi_polar_24,"Palasin, kaipasitko minua?",fi,-0.508,-0.664,0.2,0.667,1.792,1,1.487
ar_content_30,كيف يمكن الدولة ان تقيم حواراً انقاذيا تقريبا مع الدول والمؤسسات الغريبة، وهي لا تقيم حوار - الحد الادنى من التفاهم مع بعض القوى اللبنانية؟,ar,0.825,0.905,0.733,0.577,3.401,0,6.441
id_polar_4,Apa nama lembaga yang akan melayani radio-radio ini?,id,-0.384,-0.362,0.333,0.5,2.303,1,2.39
ja_content_30,"いったい,“次世紀ファーム研究所”とは何なのか。",ja,0.879,-1.39,0.0,0.5,2.833,0,2.822
en_content_192,How much money does the USA give NASA per year?,en,-0.566,-0.199,0.667,0.7,2.485,0,3.087
fi_polar_62,Tulisiko tästä yhtään mitään?,fi,-0.341,-0.664,0.4,0.5,1.792,1,1.687
fi_content_81,Missä laatikossa niiden papereiden piti olla?,fi,0.079,-0.743,0.0,0.333,2.079,0,1.748
id_polar_54,Akan kah pertemanan sepihak ini dapat berubah menjadi Cinta?,id,0.527,-1.362,0.333,0.556,2.398,1,2.452
ja_content_14,"なのに,どうして住民が説明会を拒否しているなんて建築指導課に報告するんですか?",ja,1.148,-0.39,0.667,0.4,3.332,0,5.157
ja_content_28,中日の次期監督に決まっている高木守道氏からラブコールを送られている福留に、巨人も再び手を伸ばすことになるかどうか。,ja,-0.175,4.61,0.367,0.606,3.584,0,8.992
id_content_119,Bagaimana pula jika peristiwa ``kehabisan cita'' dalam hidup pasangan suami-istri?,id,0.567,-0.226,0.4,0.8,2.639,0,4.18
id_content_3,Siapakah sebenarnya gadis yang mirip si Cemong?,id,-0.021,-0.226,0.0,0.5,2.303,0,2.556
ru_content_635,"Если польский, украинский и русский можно сказать, что славянские языки, а японский, китайский и корейский - восточные, то как можно обьяденить французский, немецкий и английский языки?",ru,2.121,4.045,0.333,0.72,3.526,0,10.745
en_polar_228,"With regard to our annual review of this list of laws we need to comply with, do we not want to add the Canadian provinces new ""eligible swap participant"" equivalant rules?",en,0.807,3.966,0.417,0.548,3.584,1,9.322
ru_polar_182,Будет ли счастье в семье разлучницы или разлучника?,ru,-0.164,-0.603,0.0,0.5,2.303,1,2.036
en_content_116,What about 7:00 at the office or breakfast meeting at 7:00?,en,-0.244,0.801,0.0,0.273,2.565,0,3.395
id_content_121,Mengapa hal ini tidak terjadi dalam Protestanisme?,id,0.122,-1.226,0.8,0.571,2.197,0,2.464
en_content_132,Which do you prefer?,en,-0.344,-2.199,0.333,0.25,1.792,0,-0.168
ja_content_37,しかし、グレンダに素晴らしい技を披露させたとして、誰がそれを咎めることができるだろうか。,ja,0.924,0.61,0.733,0.304,3.296,0,5.867
id_polar_260,Apakah Maria ini ``isteri'' atau ``putri'' Klopas?,id,0.045,-0.362,0.0,0.5,2.639,1,2.822
fi_polar_59,Taruako lienee vai totta?,fi,-0.341,-0.664,0.0,0.5,1.792,1,1.287
ja_polar_21,それで生き方、変わりますか?,ja,-0.212,-1.273,0.375,0.429,2.303,1,1.622
en_polar_323,Has the disaster affected the way other countries view the US?,en,-0.593,0.966,0.333,0.636,2.565,1,3.907
ru_polar_162,"Подскажите, у кошки болит лапа, хромает, есть ли на снимке отклонения?",ru,0.236,0.397,0.4,0.727,2.773,1,4.533
ar_content_54,"وتساءل: ""أين دعوة المسيح الآن من سيل الهجوم على الإيمان وتحقير أهله وكيل الاتهامات لهم وتزيين الإلحاد والدفاع عنه؟""",ar,0.785,1.905,0.2,0.5,3.434,0,6.824
ru_content_409,А как мне помириться то с ней после этого?,ru,0.08,-0.955,1.0,0.222,2.398,0,2.745
ar_content_35,"وتساءل الشاب في الرسالة التي بثها موقع ""الإخوان"" على الإنترنت تحت عنوان ""من شاب مقهور إلى المرشد العام: متى تظهر القوة الحقيقية للإخوان في الميدان؟",ar,0.5,2.905,0.733,0.607,3.526,0,8.271
en_polar_481,*gasps* So I wouldn't make a good prostitute?,en,0.557,-1.034,0.417,0.556,2.565,1,3.061
fi_content_92,Ymmärrätkö mitä yritän selittää?,fi,-0.787,-0.743,0.2,1.0,1.792,0,1.462
ja_polar_18,"宗教であるから,詐欺罪には当たらない?",ja,0.233,-0.273,0.25,0.5,2.565,1,3.275
en_content_8,What's going on with the UBS weather position?,en,0.156,-1.199,0.5,0.444,2.398,0,2.299
