task,model_type,language,task_type,train_time_main,train_primary_value_main,train_mse_main,train_r2_main,val_primary_value_main,val_mse_main,val_r2_main,test_primary_value_main,test_mse_main,test_r2_main,train_samples_main,val_samples_main,test_samples_main,train_accuracy_main,train_precision_main,train_recall_main,train_f1_main,val_accuracy_main,val_precision_main,val_recall_main,val_f1_main,test_accuracy_main,test_precision_main,test_recall_main,test_f1_main,train_time_control,train_primary_value_control,train_mse_control,train_r2_control,val_primary_value_control,val_mse_control,val_r2_control,test_primary_value_control,test_mse_control,test_r2_control,train_samples_control,val_samples_control,test_samples_control,train_accuracy_control,train_precision_control,train_recall_control,train_f1_control,val_accuracy_control,val_precision_control,val_recall_control,val_f1_control,test_accuracy_control,test_precision_control,test_recall_control,test_f1_control,test_accuracy_diff,test_accuracy_improvement,test_f1_diff,test_f1_improvement,test_mse_diff,test_mse_improvement,test_r2_diff,test_r2_improvement
lang_norm_complexity_score,DummyRegressor,ar,regression,0.02641606330871582,0.03069736400893835,0.03069736400893835,0.0,0.06639388558127966,0.06639388558127966,-0.02335066369142047,0.05806863504059316,0.05806863504059316,-0.001077383099387319,995,44,77,,,,,,,,,,,,,0.005693912506103516,0.030697364008938344,0.030697364008938344,0.0,0.06639388558127966,0.06639388558127966,-0.02335066369142047,0.058068635040593154,0.058068635040593154,-0.001077383099387319,995.0,44.0,77.0,,,,,,,,,,,,,,,,,6.938893903907228e-18,-6.938893903907228e-18,0.0,0.0
lang_norm_complexity_score,Ridge,ar,regression,0.08076977729797363,0.005919799271590654,0.005919799271590654,0.8071561040268165,0.027991207806873367,0.027991207806873367,0.568562363297427,0.04534300851198102,0.04534300851198102,0.21830674560723173,995,44,77,,,,,,,,,,,,,0.003353595733642578,0.016068559625278395,0.016068559625278395,0.4765492040098424,0.0669110108213127,0.0669110108213127,-0.03132128407259319,0.06377600207052055,0.06377600207052055,-0.09946984654739806,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.01843299355853953,0.01843299355853953,0.3177765921546298,0.3177765921546298
lang_norm_complexity_score,XGBRegressor,ar,regression,0.5302181243896484,0.003911957856325268,0.003911957856325268,0.8725637206117699,0.030844986778406913,0.030844986778406913,0.524576135063017,0.034391852779592114,0.034391852779592114,0.40709978878501674,995,44,77,,,,,,,,,,,,,0.41441186269124347,0.014213610063440138,0.014213610063440138,0.5369762022790794,0.07013169565702237,0.07013169565702237,-0.08096275233896762,0.06274928830952407,0.06274928830952407,-0.08176975898150318,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.02835743552993196,0.02835743552993196,0.4888695477665199,0.4888695477665199
question_type,DummyClassifier,ar,classification,0.021283864974975586,0.5005025125628141,,,0.5454545454545454,,,0.7142857142857143,,,995,44,77,0.5005025125628141,0.25050276508168984,0.5005025125628141,0.33389183021605007,0.5454545454545454,0.29752066115702475,0.5454545454545454,0.3850267379679144,0.7142857142857143,0.5102040816326531,0.7142857142857143,0.5952380952380952,0.005620400110880534,0.5005025125628141,,,0.5454545454545454,,,0.7142857142857143,,,995.0,44.0,77.0,0.5005025125628141,0.25050276508168984,0.5005025125628141,0.33389183021605007,0.5454545454545454,0.29752066115702475,0.5454545454545454,0.3850267379679144,0.7142857142857143,0.5102040816326531,0.7142857142857143,0.5952380952380952,0.0,0.0,0.0,0.0,,,,
question_type,LogisticRegression,ar,classification,0.004105567932128906,1.0,,,0.9545454545454546,,,0.9090909090909091,,,995,44,77,1.0,1.0,1.0,1.0,0.9545454545454546,0.9586776859504131,0.9545454545454546,0.9546395633352156,0.9090909090909091,0.9222222222222222,0.9090909090909091,0.9115646258503401,0.002937475840250651,0.8284757118927973,,,0.5,,,0.4718614718614718,,,995.0,44.0,77.0,0.8284757118927973,0.8287522867030219,0.8284757118927973,0.8284423265861552,0.5,0.49891777685828026,0.5,0.49892166482994876,0.4718614718614718,0.5517800912537755,0.4718614718614718,0.4962099891177905,0.43722943722943725,0.43722943722943725,0.41535463673254963,0.41535463673254963,,,,
question_type,XGBClassifier,ar,classification,0.23093414306640625,1.0,,,1.0,,,0.974025974025974,,,995,44,77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974025974025974,0.974937343358396,0.974025974025974,0.9736394557823128,0.31486717859903973,0.8901172529313234,,,0.45454545454545453,,,0.5324675324675324,,,995.0,44.0,77.0,0.8901172529313234,0.8925612433981268,0.8901172529313234,0.8899638814139809,0.45454545454545453,0.46380914407230195,0.45454545454545453,0.45372327930467465,0.5324675324675324,0.6067232743110472,0.5324675324675324,0.5521660224009217,0.4415584415584416,0.4415584415584416,0.4214734333813911,0.4214734333813911,,,,
avg_verb_edges,DummyRegressor,ar,regression,0.005669832229614258,0.040816270150753765,0.040816270150753765,0.0,0.06568979181818181,0.06568979181818181,-0.14076339507493452,0.12839881974025974,0.12839881974025974,-0.8603162027734947,995,44,77,,,,,,,,,,,,,0.006098190943400065,0.040816270150753765,0.040816270150753765,0.0,0.06568979181818181,0.06568979181818181,-0.14076339507493452,0.12839881974025974,0.12839881974025974,-0.8603162027734946,995.0,44.0,77.0,,,,,,,,,,,,,,,,,0.0,0.0,-1.1102230246251565e-16,-1.1102230246251565e-16
avg_verb_edges,Ridge,ar,regression,0.003676891326904297,0.009041214337817828,0.009041214337817828,0.7784899427501741,0.03486452791360797,0.03486452791360797,0.3945455430808049,0.09178584284833734,0.09178584284833734,-0.3298462632397885,995,44,77,,,,,,,,,,,,,0.0032008488972981772,0.0210177110767481,0.0210177110767481,0.48506536733709965,0.0767399830748427,0.0767399830748427,-0.33266008625438187,0.13623988128505266,0.13623988128505266,-0.9739220277197864,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.04445403843671532,0.04445403843671532,0.6440757644799979,0.6440757644799979
avg_verb_edges,XGBRegressor,ar,regression,0.3580307960510254,0.007650343216033796,0.007650343216033796,0.8125663323038224,0.03068744868528755,0.03068744868528755,0.4670843493413678,0.10412016227671689,0.10412016227671689,-0.5085530015822106,995,44,77,,,,,,,,,,,,,0.5252822240193685,0.0203778333306758,0.0203778333306758,0.50074239377065,0.06861038052042452,0.06861038052042452,-0.19148209262857355,0.13599949474777784,0.13599949474777784,-0.9704391688342796,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.03187933247106095,0.03187933247106095,0.461886167252069,0.461886167252069
lexical_density,DummyRegressor,ar,regression,0.0056569576263427734,0.04299051876063736,0.04299051876063736,0.0,0.037514663217434824,0.037514663217434824,-0.09112220389153047,0.06706814484309559,0.06706814484309559,-0.1557406485909567,995,44,77,,,,,,,,,,,,,0.005603631337483724,0.04299051876063736,0.04299051876063736,0.0,0.037514663217434824,0.037514663217434824,-0.09112220389153047,0.06706814484309559,0.06706814484309559,-0.1557406485909567,995.0,44.0,77.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
lexical_density,Ridge,ar,regression,0.0036764144897460938,0.00892757776131602,0.00892757776131602,0.7923361239015748,0.02347254482812514,0.02347254482812514,0.31729588786755203,0.05764573121365118,0.05764573121365118,0.00662952677117612,995,44,77,,,,,,,,,,,,,0.003220796585083008,0.02294222713770201,0.02294222713770201,0.46634216568914283,0.04065898506600991,0.04065898506600991,-0.1825754941763563,0.06817993689802034,0.06817993689802034,-0.17489942022036598,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.010534205684369156,0.010534205684369156,0.1815289469915421,0.1815289469915421
lexical_density,XGBRegressor,ar,regression,0.5532188415527344,0.008178863443100018,0.008178863443100018,0.8097519248688693,0.0288909040794474,0.0288909040794474,0.15970172119431414,0.06748449389953332,0.06748449389953332,-0.162915314442432,995,44,77,,,,,,,,,,,,,0.45902299880981445,0.01976577188310785,0.01976577188310785,0.5402295098330929,0.04210227352067706,0.04210227352067706,-0.22455385528758542,0.0656836257536223,0.0656836257536223,-0.13188215370940118,995.0,44.0,77.0,,,,,,,,,,,,,,,,,0.0018008681459110165,-0.0018008681459110165,-0.031033160733030835,-0.031033160733030835
n_tokens,DummyRegressor,ar,regression,0.0056226253509521484,0.019389322346405394,0.019389322346405394,0.0,0.053808637863736235,0.053808637863736235,-0.03598699305176645,0.0779120918544691,0.0779120918544691,-0.040175938824832835,995,44,77,,,,,,,,,,,,,0.0056620438893636065,0.01938932234640539,0.01938932234640539,0.0,0.05380863786373624,0.05380863786373624,-0.03598699305176659,0.07791209185446911,0.07791209185446911,-0.040175938824833134,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-1.3877787807814457e-17,1.3877787807814457e-17,2.983724378680108e-16,2.983724378680108e-16
n_tokens,Ridge,ar,regression,0.0032656192779541016,0.0039204790053654235,0.0039204790053654235,0.7978021647521764,0.021726075359986493,0.021726075359986493,0.5817041208140772,0.04236864672912936,0.04236864672912936,0.43435164119930014,995,44,77,,,,,,,,,,,,,0.003367344538370768,0.010247884385571846,0.010247884385571846,0.47146763551168086,0.054403058996774147,0.054403058996774147,-0.04743148573306873,0.07933132965844754,0.07933132965844754,-0.05912366542324669,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.03696268292931818,0.03696268292931818,0.49347530662254685,0.49347530662254685
n_tokens,XGBRegressor,ar,regression,0.6237668991088867,0.002203156222853712,0.002203156222853712,0.8863727064054842,0.020404545382856167,0.020404545382856167,0.6071477655817085,0.03264221466387932,0.03264221466387932,0.5642056903472192,995,44,77,,,,,,,,,,,,,0.510818878809611,0.008796236201709405,0.008796236201709405,0.5463360686589365,0.05478670315264897,0.05478670315264897,-0.05481785288945599,0.0813426995558232,0.0813426995558232,-0.08597673176415162,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.048700484891943875,0.048700484891943875,0.6501824221113709,0.6501824221113709
avg_max_depth,DummyRegressor,ar,regression,0.005602359771728516,0.021263327073558744,0.021263327073558744,0.0,0.03769432788304244,0.03769432788304244,-0.0015596315910053615,0.052280614843820364,0.052280614843820364,-0.06002088598587019,995,44,77,,,,,,,,,,,,,0.005598704020182292,0.021263327073558744,0.021263327073558744,0.0,0.03769432788304244,0.03769432788304244,-0.0015596315910053615,0.05228061484382037,0.05228061484382037,-0.06002088598587019,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-6.938893903907228e-18,6.938893903907228e-18,0.0,0.0
avg_max_depth,Ridge,ar,regression,0.0032377243041992188,0.0066167287339342915,0.0066167287339342915,0.6888196888923235,0.02096234122994911,0.02096234122994911,0.4430187261941386,0.02913909880719511,0.02913909880719511,0.40918725943247425,995,44,77,,,,,,,,,,,,,0.00311430295308431,0.011066784085837895,0.011066784085837895,0.47953657263732724,0.038713337512709396,0.038713337512709396,-0.028635294339088513,0.05389907832456637,0.05389907832456637,-0.0928362057352888,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.02475997951737126,0.02475997951737126,0.5020234651677631,0.5020234651677631
avg_max_depth,XGBRegressor,ar,regression,0.4640543460845947,0.004618154846357837,0.004618154846357837,0.7828112773517659,0.016524588609282402,0.016524588609282402,0.5609323256523344,0.028701986391723423,0.028701986391723423,0.4180499763555231,995,44,77,,,,,,,,,,,,,0.4663654963175456,0.00964949634314884,0.00964949634314884,0.5461906638708424,0.04043321815587917,0.04043321815587917,-0.07433349669723584,0.05219712626184223,0.05219712626184223,-0.058328104810619376,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.02349513987011881,0.02349513987011881,0.4763780811661425,0.4763780811661425
avg_links_len,DummyRegressor,ar,regression,0.0060236454010009766,0.021084399646473573,0.021084399646473573,0.0,0.05326657938504768,0.05326657938504768,-0.08519126040558711,0.065172164224831,0.065172164224831,-0.40714880836711087,995,44,77,,,,,,,,,,,,,0.005843400955200195,0.021084399646473573,0.021084399646473573,0.0,0.053266579385047676,0.053266579385047676,-0.08519126040558711,0.065172164224831,0.065172164224831,-0.40714880836711087,995.0,44.0,77.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
avg_links_len,Ridge,ar,regression,0.0037186145782470703,0.005294048474890285,0.005294048474890285,0.7489115856435717,0.029285380816249488,0.029285380816249488,0.4033737535554174,0.04533610876226444,0.04533610876226444,0.021136520789101443,995,44,77,,,,,,,,,,,,,0.003221273422241211,0.010906951771341605,0.010906951771341605,0.4827003872900966,0.05676386296905597,0.05676386296905597,-0.15644084362157015,0.06420338128995119,0.06420338128995119,-0.38623156910404594,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.018867272527686753,0.018867272527686753,0.4073680898931474,0.4073680898931474
avg_links_len,XGBRegressor,ar,regression,0.45131826400756836,0.0034163855063031987,0.0034163855063031987,0.8379661947417791,0.03230912298463053,0.03230912298463053,0.34177155171085805,0.0578607343915054,0.0578607343915054,-0.249285863353786,995,44,77,,,,,,,,,,,,,0.5019646485646566,0.009377981919756051,0.009377981919756051,0.5552170288460386,0.059322762625464605,0.059322762625464605,-0.20857288542805041,0.06743738519491714,0.06743738519491714,-0.45605777167464545,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.009576650803411739,0.009576650803411739,0.20677190832085945,0.20677190832085945
avg_subordinate_chain_len,DummyRegressor,ar,regression,0.00604557991027832,0.017571273452690588,0.017571273452690588,0.0,0.06299869502606686,0.06299869502606686,-0.12491481495820733,0.07719352293182942,0.07719352293182942,-0.3977020630929906,995,44,77,,,,,,,,,,,,,0.0056027571360270185,0.01757127345269059,0.01757127345269059,0.0,0.06299869502606686,0.06299869502606686,-0.12491481495820733,0.07719352293182942,0.07719352293182942,-0.3977020630929906,995.0,44.0,77.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
avg_subordinate_chain_len,Ridge,ar,regression,0.003217458724975586,0.005412277228932524,0.005412277228932524,0.6919815035885306,0.055214438934359046,0.055214438934359046,0.014082111841110856,0.05388987484515851,0.05388987484515851,0.024244698387208996,995,44,77,,,,,,,,,,,,,0.003255923589070638,0.008876271562881665,0.008876271562881665,0.4948418743365188,0.06500461256667082,0.06500461256667082,-0.1607328006811858,0.08175315266246364,0.08175315266246364,-0.48026085351217723,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.027863277817305125,0.027863277817305125,0.5045055518993862,0.5045055518993862
avg_subordinate_chain_len,XGBRegressor,ar,regression,0.40074849128723145,0.0008657132293245608,0.0008657132293245608,0.9507313324981577,0.05690793841799142,0.05690793841799142,-0.016157286887289457,0.0591680469632481,0.0591680469632481,-0.07132435687314898,995,44,77,,,,,,,,,,,,,0.3893752892812093,0.0036293380120669995,0.0036293380120669995,0.7934504848587819,0.062201786222119394,0.062201786222119394,-0.11068508338424062,0.07790843766362347,0.07790843766362347,-0.41064664390253003,995.0,44.0,77.0,,,,,,,,,,,,,,,,,-0.01874039070037537,0.01874039070037537,0.33932228702938105,0.33932228702938105
lang_norm_complexity_score,DummyRegressor,en,regression,0.009230852127075195,0.026828669513808058,0.026828669513808058,0.0,0.04710738897417604,0.04710738897417604,-0.12559197788467658,0.03860296929351259,0.03860296929351259,-0.001670042362686086,1192,72,110,,,,,,,,,,,,,0.009088754653930664,0.02682866951380806,0.02682866951380806,0.0,0.04710738897417604,0.04710738897417604,-0.12559197788467658,0.03860296929351259,0.03860296929351259,-0.0016700423626860121,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,0.0,0.0,-7.39425881635114e-17,-7.39425881635114e-17
lang_norm_complexity_score,Ridge,en,regression,0.0034453868865966797,0.006086017339580182,0.006086017339580182,0.7731524727140174,0.03498891874579475,0.03498891874579475,0.1639688143888639,0.02344436727789311,0.02344436727789311,0.39166543936401077,1192,72,110,,,,,,,,,,,,,0.003511190414428711,0.014232279924908749,0.014232279924908749,0.46951227240010013,0.05164593252871786,0.05164593252871786,-0.23403671081336755,0.043439500327808654,0.043439500327808654,-0.1271683740888402,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,-0.019995133049915546,0.019995133049915546,0.518833813452851,0.518833813452851
lang_norm_complexity_score,XGBRegressor,en,regression,0.39615440368652344,0.004631939398941503,0.004631939398941503,0.8273511328410246,0.026348852918473734,0.026348852918473734,0.37041601928403134,0.01772229851431245,0.01772229851431245,0.540141708565957,1192,72,110,,,,,,,,,,,,,0.5009641647338867,0.014639084078795,0.014639084078795,0.4543492337083425,0.04960898269040679,0.04960898269040679,-0.1853654843394633,0.04296302279646924,0.04296302279646924,-0.1148047326970929,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,-0.02524072428215679,0.02524072428215679,0.6549464412630499,0.6549464412630499
question_type,DummyClassifier,en,classification,0.009727954864501953,0.5,,,0.5,,,0.5,,,1192,72,110,0.5,0.25,0.5,0.3333333333333333,0.5,0.25,0.5,0.3333333333333333,0.5,0.25,0.5,0.3333333333333333,0.009090264638264975,0.5,,,0.5,,,0.5,,,1192.0,72.0,110.0,0.5,0.25,0.5,0.3333333333333333,0.5,0.25,0.5,0.3333333333333333,0.5,0.25,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,,,,
question_type,LogisticRegression,en,classification,0.0036673545837402344,0.9958053691275168,,,0.9027777777777778,,,0.8363636363636363,,,1192,72,110,0.9958053691275168,0.9958402662229617,0.9958053691275168,0.9958052953219892,0.9027777777777778,0.9055944055944055,0.9027777777777778,0.9026086956521738,0.8363636363636363,0.8436339074636946,0.8363636363636363,0.8354935194416749,0.0029665629069010415,0.8176733780760627,,,0.5694444444444444,,,0.5393939393939394,,,1192.0,72.0,110.0,0.8176733780760627,0.8177166396359868,0.8176733780760627,0.8176673002941119,0.5694444444444444,0.5698148698148698,0.5694444444444444,0.5691824163164414,0.5393939393939394,0.53987090367428,0.5393939393939394,0.5387671574265777,0.2969696969696969,0.2969696969696969,0.2967263620150973,0.2967263620150973,,,,
question_type,XGBClassifier,en,classification,0.25690293312072754,0.9983221476510067,,,0.8888888888888888,,,0.8090909090909091,,,1192,72,110,0.9983221476510067,0.9983277591973244,0.9983221476510067,0.9983221429275227,0.8888888888888888,0.8900928792569659,0.8888888888888888,0.8888030888030888,0.8090909090909091,0.8339285714285715,0.8090909090909091,0.8054736842105262,0.34178638458251953,0.8392058165548099,,,0.5370370370370371,,,0.5181818181818182,,,1192.0,72.0,110.0,0.8392058165548099,0.8439042040516274,0.8392058165548099,0.838650293471273,0.5370370370370371,0.5373980186480186,0.5370370370370371,0.5360308700139095,0.5181818181818182,0.5181439753806214,0.5181818181818182,0.5166084957781868,0.2909090909090909,0.2909090909090909,0.28886518843233944,0.28886518843233944,,,,
avg_verb_edges,DummyRegressor,en,regression,0.009652137756347656,0.05499199746351516,0.05499199746351516,0.0,0.051382648229997135,0.051382648229997135,-0.004540305914187526,0.06086538325643603,0.06086538325643603,-0.02322042584462425,1192,72,110,,,,,,,,,,,,,0.009074767430623373,0.05499199746351516,0.05499199746351516,0.0,0.051382648229997135,0.051382648229997135,-0.004540305914187526,0.06086538325643603,0.06086538325643603,-0.02322042584462425,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
avg_verb_edges,Ridge,en,regression,0.0033986568450927734,0.010682962391800072,0.010682962391800072,0.8057360546161692,0.02695691010078703,0.02695691010078703,0.47298740621669666,0.04170565376103445,0.04170565376103445,0.2988777114620126,1192,72,110,,,,,,,,,,,,,0.003492116928100586,0.029689909201629738,0.029689909201629738,0.46010491396811465,0.05918096671200842,0.05918096671200842,-0.15699887905877952,0.0652227450517356,0.0652227450517356,-0.09647292756569215,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,-0.023517091290701148,0.023517091290701148,0.39535063902770473,0.39535063902770473
avg_verb_edges,XGBRegressor,en,regression,0.3756592273712158,0.007675482678497415,0.007675482678497415,0.8604254612938952,0.02633195413111358,0.02633195413111358,0.48520541137183304,0.049782631058153774,0.049782631058153774,0.16309399159819504,1192,72,110,,,,,,,,,,,,,0.5012761751810709,0.031434936281422916,0.031434936281422916,0.4283725317983101,0.05734314636076034,0.05734314636076034,-0.12106915022124827,0.06335026779595167,0.06335026779595167,-0.0649943288526047,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,-0.013567636737797893,0.013567636737797893,0.22808832045079974,0.22808832045079974
lexical_density,DummyRegressor,en,regression,0.009445428848266602,0.027309980372505743,0.027309980372505743,0.0,0.026883699623765696,0.026883699623765696,-0.030355790067937427,0.028652393666542455,0.028652393666542455,-0.0013980371348709664,1192,72,110,,,,,,,,,,,,,0.009146849314371744,0.027309980372505743,0.027309980372505743,0.0,0.0268836996237657,0.0268836996237657,-0.0303557900679375,0.028652393666542455,0.028652393666542455,-0.0013980371348709664,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
lexical_density,Ridge,en,regression,0.003851652145385742,0.003472021004121051,0.003472021004121051,0.8728662211849665,0.01949659737235821,0.01949659737235821,0.25276534590224087,0.027056779677322496,0.027056779677322496,0.05436849795555054,1192,72,110,,,,,,,,,,,,,0.0033510526021321616,0.014581952566654904,0.014581952566654904,0.4660577427095023,0.03090523966997226,0.03090523966997226,-0.1844869970665449,0.032572191549782144,0.032572191549782144,-0.13839454611503368,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,-0.0055154118724596475,0.0055154118724596475,0.19276304407058423,0.19276304407058423
lexical_density,XGBRegressor,en,regression,0.7237672805786133,0.0032801692487853308,0.0032801692487853308,0.8798911898125115,0.0231425879241772,0.0231425879241772,0.11302760414147794,0.028335713919206584,0.028335713919206584,0.009669885534110745,1192,72,110,,,,,,,,,,,,,0.4257161617279053,0.014409056735545095,0.014409056735545095,0.4723886088892478,0.029332729861799755,0.029332729861799755,-0.12421833581588748,0.03162833247951797,0.03162833247951797,-0.10540677443722868,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,-0.0032926185603113847,0.0032926185603113847,0.11507665997133942,0.11507665997133942
n_tokens,DummyRegressor,en,regression,0.009260892868041992,0.02094798522589073,0.02094798522589073,0.0,0.03675211376739787,0.03675211376739787,-0.002884262205581356,0.029398371149948203,0.029398371149948203,-0.5542730062152355,1192,72,110,,,,,,,,,,,,,0.009294589360555014,0.020947985225890725,0.020947985225890725,0.0,0.03675211376739787,0.03675211376739787,-0.002884262205581356,0.029398371149948203,0.029398371149948203,-0.5542730062152355,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
n_tokens,Ridge,en,regression,0.004006385803222656,0.004118178604458703,0.004118178604458703,0.8034093226603565,0.025012963264950734,0.025012963264950734,0.3174513072007856,0.034302684266928056,0.034302684266928056,-0.8135608916858057,1192,72,110,,,,,,,,,,,,,0.0035854975382486978,0.0109891676748644,0.0109891676748644,0.47540693979093024,0.04328783298933347,0.04328783298933347,-0.18122964912284098,0.03366238242905842,0.03366238242905842,-0.7797085446508394,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,0.0006403018378696376,-0.0006403018378696376,-0.03385234703496631,-0.03385234703496631
n_tokens,XGBRegressor,en,regression,0.4061429500579834,0.002067900603004503,0.002067900603004503,0.9012840337289968,0.02183136667681498,0.02183136667681498,0.40427007270424886,0.01314573983554226,0.01314573983554226,0.3049931756798151,1192,72,110,,,,,,,,,,,,,0.43524424235026044,0.010726595906659744,0.010726595906659744,0.48794140386340473,0.039731614744948886,0.039731614744948886,-0.08418828347966507,0.029621519927379703,0.029621519927379703,-0.5660707387958149,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,-0.016475780091837443,0.016475780091837443,0.87106391447563,0.87106391447563
avg_max_depth,DummyRegressor,en,regression,0.00934290885925293,0.025252441463785413,0.025252441463785413,0.0,0.037542585847922263,0.037542585847922263,-0.058090431633899264,0.028441353472151126,0.028441353472151126,-0.0061064843559957005,1192,72,110,,,,,,,,,,,,,0.009313821792602539,0.025252441463785413,0.025252441463785413,0.0,0.037542585847922263,0.037542585847922263,-0.058090431633899264,0.028441353472151126,0.028441353472151126,-0.0061064843559957005,1192.0,72.0,110.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
